"Colony","Nest","Day","ScaledX","ScaledY","Bin","CoordID","ColorID","Head","Sex","SexNumber","TotalNumber"
15,"Tube",7,1.764817629,1.952887538,2,60,"A,F,3,16","A","F",3,16
15,"Tube",7,1.595744681,1.905395137,2,62,"A,F,4,17","A","F",4,17
15,"Tube",7,1.481130319,2.199848024,2,63,"A,F,5,18","A","F",5,18
15,"Tube",7,1.103723404,2.10106383,3,65,"A,M,14,19","A","M",14,19
15,"Tube",7,1.074595365,1.855370441,3,66,"A,F,6,20","A","F",6,20
15,"Tube",7,0.835233663,1.879431991,3,67,"A,M,15,21","A","M",15,21
15,"Tube",7,1.006206307,2.246707827,3,70,"A,F,7,22","A","F",7,22
15,"Tube",7,1.106255699,2.482270137,3,72,"A,M,16,23","A","M",16,23
15,"Tube",7,1.184777736,2.139057751,3,73,"A,M,17,24","A","M",17,24
15,"Tube",7,0.90868731,3.06231003,3,77,"A,M,18,25","A","M",18,25
15,"Tube",7,0.870693389,3.252279635,3,78,"A,F,8,26","A","F",8,26
15,"Tube",7,1.065729483,3.900708587,4,82,"A,F,9,27","A","F",9,27
15,"Tube",7,0.754179331,4.104610562,4,86,"A,M,19,28","A","M",19,28
15,"Tube",7,0.795972644,4.209726444,4,87,"A,M,20,29","A","M",20,29
15,"Tube",7,1.510258359,4.085613602,4,91,"A,M,21,30","A","M",21,30
15,"Tube",7,1.607775456,4.053951368,4,92,"A,M,22,31","A","M",22,31
15,"Tube",7,1.869933511,4.273049012,4,94,"A,M,23,32","A","M",23,32
15,"Tube",7,2.633928571,4.151785714,4,100,"A,F,10,33","A","F",10,33
15,"Tube",7,3.204787234,4.135638298,5,105,"A,M,24,34","A","M",24,34
15,"Tube",7,3.223784195,4.071048632,5,106,"A,M,25,35","A","M",25,35
15,"Tube",7,3.53343465,4.207826748,5,109,"A,F,11,36","A","F",11,36
15,"Tube",7,3.670212766,4.395896657,5,110,"A,F,12,37","A","F",12,37
15,"Tube",7,3.802558891,4.161601444,5,112,"A,M,26,38","A","M",26,38
15,"Tube",7,3.772163754,4.061550152,5,113,"A,M,27,39","A","M",27,39
15,"Tube",7,3.665780775,3.991893997,5,114,"A,M,28,40","A","M",28,40
15,"Tube",7,3.986194909,4.098276976,5,116,"A,M,29,41","A","M",29,41
15,"Tube",7,4.25468655,3.998227584,5,119,"A,M,30,42","A","M",30,42
15,"Tube",7,4.830927052,4.128039514,6,124,"A,M,31,43","A","M",31,43
15,"Tube",7,4.98100304,4.179331307,6,125,"A,F,13,44","A","F",13,44
15,"Tube",7,5.879559271,4.166033435,6,132,"A,M,32,45","A","M",32,45
15,"Tube",7,6.356382979,3.977963526,6,137,"A,M,33,46","A","M",33,46
15,"Tube",7,6.641337386,4.147036474,6,138,"A,M,34,47","A","M",34,47
15,"Tube",7,6.419072948,4.245820669,6,139,"A,M,35,48","A","M",35,48
15,"Tube",7,6.791413374,4.378799392,6,141,"A,F,14,49","A","F",14,49
15,"Tube",7,6.736322188,3.436550152,7,147,"A,M,36,50","A","M",36,50
15,"Tube",7,6.941489362,3.447948328,7,148,"A,F,15,51","A","F",15,51
15,"Tube",7,6.926291793,3.11550152,7,153,"A,F,16,52","A","F",16,52
15,"Tube",7,6.797112462,2.824848024,7,154,"A,F,17,53","A","F",17,53
15,"Tube",7,6.686930091,2.828647416,7,155,"A,F,18,54","A","F",18,54
15,"Tube",7,6.964285714,2.344224924,7,159,"A,F,19,55","A","F",19,55
15,"Tube",7,6.871200608,1.996580547,7,162,"A,F,20,56","A","F",20,56
15,"Tube",7,6.675531915,2.070668693,7,163,"A,M,37,57","A","M",37,57
15,"Tube",7,6.572948328,2.17325228,7,164,"A,F,21,58","A","F",21,58
15,"Tube",7,6.580547112,2.374620061,7,165,"A,F,22,59","A","F",22,59
15,"Tube",7,6.017604483,1.896529255,8,174,"A,F,23,60","A","F",23,60
15,"Tube",7,6.084093845,2.269504179,8,175,"A,F,24,61","A","F",24,61
15,"Tube",7,6.054963906,2.10106383,8,176,"A,F,25,62","A","F",25,62
15,"Tube",7,5.583839286,2.022543693,8,180,"A,M,38,63","A","M",38,63
15,"Tube",7,5.460993541,1.914893617,8,181,"A,F,26,64","A","F",26,64
15,"Tube",7,6.396909195,2.084599164,7,182,"A,F,27,65","A","F",27,65
15,"Tube",8,3.707415487,0.473009041,1,11,"A,M,1,1","A","M",1,1
15,"Tube",8,3.721829796,1.255241745,1,23,"A,M,2,2","A","M",2,2
15,"Tube",8,3.577698506,1.323374607,1,26,"A,M,3,3","A","M",3,3
15,"Tube",8,3.534459513,1.392820362,1,27,"A,M,4,4","A","M",4,4
15,"Tube",8,3.63666077,1.677148192,1,31,"A,M,5,5","A","M",5,5
15,"Tube",8,3.141377752,1.801625393,2,32,"A,F,1,6","A","F",1,6
15,"Tube",8,2.749606918,1.836346305,2,38,"A,M,6,7","A","M",6,7
15,"Tube",8,2.91339033,2.051232311,2,39,"A,M,7,8","A","M",7,8
15,"Tube",8,2.819050708,2.083987814,2,40,"A,M,8,9","A","M",8,9
15,"Tube",8,2.449553852,2.158673349,2,44,"A,M,9,10","A","M",9,10
15,"Tube",8,2.329009434,2.106263758,2,45,"A,F,2,11","A","F",2,11
15,"Tube",8,2.213704796,2.02240566,2,46,"A,F,3,12","A","F",3,12
15,"Tube",8,1.649632469,1.885481525,2,51,"A,M,10,13","A","M",10,13
15,"Tube",8,1.839622642,1.829141116,2,52,"A,M,11,14","A","M",11,14
15,"Tube",8,1.935273192,1.905135613,2,53,"A,F,4,15","A","F",4,15
15,"Tube",8,1.867138365,2.006027909,2,54,"A,M,12,16","A","M",12,16
15,"Tube",8,1.666666667,2.000786164,2,55,"A,F,5,17","A","F",5,17
15,"Tube",8,1.561845519,2.171122248,2,58,"A,F,6,18","A","F",6,18
15,"Tube",8,0.915226022,2.078748035,3,65,"A,F,7,19","A","F",7,19
15,"Tube",8,0.904742531,2.374868318,3,66,"A,F,8,20","A","F",8,20
15,"Tube",8,0.784198113,2.284459513,3,67,"A,M,13,21","A","M",13,21
15,"Tube",8,1.09997445,2.558307783,3,69,"A,F,9,22","A","F",9,22
15,"Tube",8,0.83660967,2.481000393,3,72,"A,M,14,23","A","M",14,23
15,"Tube",8,0.903433569,2.820361635,3,75,"A,M,15,24","A","M",15,24
15,"Tube",8,0.844471305,3.092898978,3,81,"A,M,16,25","A","M",16,25
15,"Tube",8,0.941430818,3.534459513,3,87,"A,F,10,26","A","F",10,26
15,"Tube",8,0.826126179,4.154219733,4,90,"A,M,17,27","A","M",17,27
15,"Tube",8,0.709512579,4.209251179,4,91,"A,M,18,28","A","M",18,28
15,"Tube",8,1.173349057,4.22759434,4,92,"A,M,19,29","A","M",19,29
15,"Tube",8,1.217898978,3.999606918,4,93,"A,M,20,30","A","M",20,30
15,"Tube",8,1.304376965,4.297038129,4,95,"A,F,11,31","A","F",11,31
15,"Tube",8,1.524502752,4.126704009,4,96,"A,M,21,32","A","M",21,32
15,"Tube",8,1.595257469,4.289176494,4,98,"A,M,22,33","A","M",22,33
15,"Tube",8,1.679113601,4.10901533,4,100,"A,F,12,34","A","F",12,34
15,"Tube",8,2.79677673,4.162081368,5,105,"A,F,13,35","A","F",13,35
15,"Tube",8,2.807258255,4.025811714,5,106,"A,F,14,36","A","F",14,36
15,"Tube",8,2.934355346,4.193527909,5,107,"A,M,23,37","A","M",23,37
15,"Tube",8,3.320886399,4.175182783,5,108,"A,F,15,38","A","F",15,38
15,"Tube",8,3.239648192,4.052018475,5,109,"A,M,24,39","A","M",24,39
15,"Tube",8,3.641902516,4.082154088,5,112,"A,F,16,40","A","F",16,40
15,"Tube",8,3.740172956,4.150288915,5,116,"A,M,25,41","A","M",25,41
15,"Tube",8,4.143736242,4.223663522,5,121,"A,F,17,42","A","F",17,42
15,"Tube",8,4.050707547,4.097877358,5,122,"A,M,26,43","A","M",26,43
15,"Tube",8,4.304245283,4.081499607,5,124,"A,F,18,44","A","F",18,44
15,"Tube",8,4.750393082,4.229559748,5,131,"A,F,19,45","A","F",19,45
15,"Tube",8,5.713443396,4.051690252,6,146,"A,F,20,46","A","F",20,46
15,"Tube",8,6.073113208,4.108358884,6,148,"A,M,27,47","A","M",27,47
15,"Tube",8,6.535638758,4.384827044,6,151,"A,F,21,48","A","F",21,48
15,"Tube",8,6.813417846,4.270833333,6,152,"A,M,28,49","A","M",28,49
15,"Tube",8,6.750524764,4.124082154,6,155,"A,M,29,50","A","M",29,50
15,"Tube",8,6.783280267,4.14766706,6,156,"A,M,30,51","A","M",30,51
15,"Tube",8,6.79245283,2.870807783,7,168,"A,M,31,52","A","M",31,52
15,"Tube",8,6.916928066,2.784329796,7,169,"A,M,32,53","A","M",32,53
15,"Tube",8,6.802934355,2.393867925,7,175,"A,M,33,54","A","M",33,54
15,"Tube",8,6.932651336,2.273323506,7,176,"A,M,34,55","A","M",34,55
15,"Tube",8,6.868449292,2.104298349,7,179,"A,F,22,56","A","F",22,56
15,"Tube",8,6.501572327,2.146226415,7,182,"A,F,23,57","A","F",23,57
15,"Tube",8,6.830450079,1.979821148,7,183,"A,F,24,58","A","F",24,58
15,"Tube",8,6.310927673,2.124606918,7,188,"A,M,35,59","A","M",35,59
15,"Tube",8,6.116352201,1.916273585,8,190,"A,M,36,60","A","M",36,60
15,"Tube",8,6.21658805,2.053852201,8,191,"A,F,25,61","A","F",25,61
15,"Tube",8,6.088836478,1.802279874,8,192,"A,F,26,62","A","F",26,62
15,"Tube",8,5.860849057,2.044025157,8,193,"A,M,37,63","A","M",37,63
15,"Tube",8,5.322327044,2.085298742,8,200,"A,M,38,64","A","M",38,64
15,"Tube",8,4.677672956,2.199292453,8,204,"A,M,39,65","A","M",39,65
15,"Tube",8,4.976415094,2.142295597,8,205,"A,M,40,66","A","M",40,66
15,"Tube",8,4.722222877,1.981132075,8,208,"A,M,41,67","A","M",41,67
15,"Tube",8,4.874213836,2.026990959,8,209,"A,M,42,68","A","M",42,68
15,"Tube",9,3.81141046,1.281036054,1,18,"A,M,1,1","A","M",1,1
15,"Tube",9,3.671420365,1.254621632,1,19,"A,M,2,2","A","M",2,2
15,"Tube",9,3.815372425,1.665346672,1,25,"A,M,3,3","A","M",3,3
15,"Tube",9,3.543318146,1.712890254,1,26,"A,M,4,4","A","M",4,4
15,"Tube",9,3.810089144,1.922874406,1,30,"A,M,5,5","A","M",5,5
15,"Tube",9,3.549920761,2.163232964,1,36,"A,M,6,6","A","M",6,6
15,"Tube",9,3.151083597,1.868726228,2,40,"A,F,1,7","A","F",1,7
15,"Tube",9,2.461701664,1.830427892,2,47,"A,F,2,8","A","F",2,8
15,"Tube",9,2.667723851,1.947965531,2,48,"A,F,3,9","A","F",3,9
15,"Tube",9,2.415477417,1.896459984,2,49,"A,F,4,10","A","F",4,10
15,"Tube",9,2.752244453,2.142101823,2,50,"A,M,7,11","A","M",7,11
15,"Tube",9,2.571315372,2.171156894,2,53,"A,F,5,12","A","F",5,12
15,"Tube",9,2.142101823,2.123613312,2,59,"A,F,6,13","A","F",6,13
15,"Tube",9,2.511885895,2.033809429,2,60,"A,M,8,14","A","M",8,14
15,"Tube",9,1.662044374,2.082672345,2,64,"A,F,7,15","A","F",7,15
15,"Tube",9,1.971077655,2.002113708,2,65,"A,M,9,16","A","M",9,16
15,"Tube",9,1.951267829,1.937400951,2,66,"A,M,10,17","A","M",10,17
15,"Tube",9,1.218304279,2.106444136,3,74,"A,M,11,18","A","M",11,18
15,"Tube",9,0.996434231,2.237188986,3,76,"A,F,8,19","A","F",8,19
15,"Tube",9,1.137743661,2.390386292,3,77,"A,M,12,20","A","M",12,20
15,"Tube",9,0.82078645,2.916006339,3,83,"A,F,9,21","A","F",9,21
15,"Tube",9,0.82078645,3.342577258,3,91,"A,M,13,22","A","M",13,22
15,"Tube",9,0.876253962,3.489169968,3,93,"A,M,14,23","A","M",14,23
15,"Tube",9,0.902668384,3.623876783,3,96,"A,M,15,24","A","M",15,24
15,"Tube",9,1.078314184,3.844427496,4,97,"A,F,10,25","A","F",10,25
15,"Tube",9,1.053223059,4.202323693,4,101,"A,M,16,26","A","M",16,26
15,"Tube",9,1.135103011,4.384574089,4,104,"A,M,17,27","A","M",17,27
15,"Tube",9,1.449419572,4.447965531,4,105,"A,M,18,28","A","M",18,28
15,"Tube",9,1.663365689,4.214209588,4,106,"A,M,19,29","A","M",19,29
15,"Tube",9,2.206154913,4.290808241,4,110,"A,F,11,30","A","F",11,30
15,"Tube",9,3.204570127,4.308637084,5,117,"A,F,12,31","A","F",12,31
15,"Tube",9,3.398706418,4.196380745,5,118,"A,F,13,32","A","F",13,32
15,"Tube",9,3.705427892,4.372028526,5,121,"A,F,14,33","A","F",14,33
15,"Tube",9,3.847068146,4.129358162,5,122,"A,F,15,34","A","F",15,34
15,"Tube",9,4.047147385,4.238312203,5,123,"A,F,16,35","A","F",16,35
15,"Tube",9,4.176901743,4.140253566,5,124,"A,M,20,36","A","M",20,36
15,"Tube",9,4.226426307,4.345285261,5,125,"A,M,21,37","A","M",21,37
15,"Tube",9,4.354199683,4.124405705,5,131,"A,F,17,38","A","F",17,38
15,"Tube",9,4.595879556,4.094690967,5,132,"A,M,22,39","A","M",22,39
15,"Tube",9,5.104992076,4.300713154,6,135,"A,F,18,40","A","F",18,40
15,"Tube",9,5.934364105,4.239302694,6,141,"A,M,23,41","A","M",23,41
15,"Tube",9,6.299524564,4.220814184,6,142,"A,M,24,42","A","M",24,42
15,"Tube",9,6.994849445,4.358161648,6,143,"A,F,19,43","A","F",19,43
15,"Tube",9,6.857501981,3.980453645,6,146,"A,M,25,44","A","M",25,44
15,"Tube",9,6.909007528,3.697834786,7,148,"A,M,26,45","A","M",26,45
15,"Tube",9,6.766376783,3.627838748,7,149,"A,M,27,46","A","M",27,46
15,"Tube",9,6.9856042,3.577654517,7,151,"A,M,28,47","A","M",28,47
15,"Tube",9,6.819201664,3.061277734,7,154,"A,M,29,48","A","M",29,48
15,"Tube",9,6.757131537,2.768092314,7,159,"A,M,30,49","A","M",30,49
15,"Tube",9,6.840332805,2.717908082,7,160,"A,M,31,50","A","M",31,50
15,"Tube",9,7.029185816,2.609613708,7,163,"A,M,32,51","A","M",32,51
15,"Tube",9,6.861463946,2.256998811,7,165,"A,F,20,52","A","F",20,52
15,"Tube",9,6.437533677,2.171156894,7,173,"A,M,33,53","A","M",33,53
15,"Tube",9,6.333201268,1.967775357,7,176,"A,M,34,54","A","M",34,54
15,"Tube",9,6.182646593,1.961172742,8,177,"A,M,35,55","A","M",35,55
15,"Tube",9,5.677496038,1.95225832,8,181,"A,F,21,56","A","F",21,56
15,"Tube",9,5.708201268,2.039421553,8,182,"A,M,36,57","A","M",36,57
15,"Tube",9,5.805269414,2.159270998,8,183,"A,F,22,58","A","F",22,58
15,"Tube",9,6.010301109,2.308835182,8,184,"A,F,23,59","A","F",23,59
15,"Tube",9,5.830031696,2.277139461,8,185,"A,F,24,60","A","F",24,60
15,"Tube",9,5.344690967,2.128565769,8,189,"A,M,36,61","A","M",36,61
15,"Tube",10,3.593666534,1.043322734,1,23,"A,M,1,1","A","M",1,1
15,"Tube",10,3.781796502,1.17845787,1,26,"A,M,2,2","A","M",2,2
15,"Tube",10,3.858638712,1.17845787,1,29,"A,M,3,3","A","M",3,3
15,"Tube",10,3.698330684,1.273847377,1,32,"A,M,4,4","A","M",4,4
15,"Tube",10,3.640037758,1.534843005,1,35,"A,M,5,5","A","M",5,5
15,"Tube",10,3.056438792,2.013116057,2,49,"A,M,6,6","A","M",6,6
15,"Tube",10,2.700715421,2.2436407,2,52,"A,F,1,7","A","F",1,7
15,"Tube",10,2.567567568,1.848171701,2,53,"A,F,2,8","A","F",2,8
15,"Tube",10,2.26483903,1.824986089,2,56,"A,M,7,9","A","M",7,9
15,"Tube",10,2.124403816,2.267488076,2,58,"A,M,8,10","A","M",8,10
15,"Tube",10,2.095256359,2.161500397,2,59,"A,F,3,11","A","F",3,11
15,"Tube",10,1.993243243,1.998543323,2,60,"A,F,4,12","A","F",4,12
15,"Tube",10,1.942899444,1.86738275,2,61,"A,M,9,13","A","M",9,13
15,"Tube",10,1.802464229,1.862082671,2,62,"A,M,10,14","A","M",10,14
15,"Tube",10,1.689189189,2.217806041,2,63,"A,F,5,15","A","F",5,15
15,"Tube",10,1.63354531,2.112480127,2,64,"A,F,6,16","A","F",6,16
15,"Tube",10,0.995627981,2.395999603,3,73,"A,M,11,17","A","M",11,17
15,"Tube",10,1.189056041,2.308559221,3,74,"A,M,12,18","A","M",12,18
15,"Tube",10,0.751854134,2.849099762,3,75,"A,F,7,19","A","F",7,19
15,"Tube",10,0.921436804,2.801405008,3,77,"A,M,13,20","A","M",13,20
15,"Tube",10,1.011526232,2.896794515,3,80,"A,F,8,21","A","F",8,21
15,"Tube",10,0.746556041,3.07697337,3,81,"A,M,14,22","A","M",14,22
15,"Tube",10,0.998277027,3.439984102,3,87,"A,F,9,23","A","F",9,23
15,"Tube",10,0.839294515,3.559220986,3,89,"A,M,15,24","A","M",15,24
15,"Tube",10,1.045971781,3.606915739,3,90,"A,M,16,25","A","M",16,25
15,"Tube",10,1.157259539,3.783122019,4,92,"A,F,10,26","A","F",10,26
15,"Tube",10,0.815447138,4.013646661,4,97,"A,M,17,27","A","M",17,27
15,"Tube",10,0.921436804,4.14745628,4,98,"A,M,18,28","A","M",18,28
15,"Tube",10,1.084393879,4.309087838,4,100,"A,M,19,29","A","M",19,29
15,"Tube",10,1.328165739,4.311738871,4,101,"A,M,20,30","A","M",20,30
15,"Tube",10,1.897853736,4.240858506,4,106,"A,F,11,31","A","F",11,31
15,"Tube",10,2.551669316,4.313726153,4,113,"A,F,12,32","A","F",12,32
15,"Tube",10,3.312136328,4.207736486,5,117,"A,F,13,33","A","F",13,33
15,"Tube",10,3.630763116,4.217011129,5,119,"A,M,21,34","A","M",21,34
15,"Tube",10,3.662559618,4.372019078,5,120,"A,F,14,35","A","F",14,35
15,"Tube",10,3.932168124,4.181240064,5,129,"A,M,22,36","A","M",22,36
15,"Tube",10,5.526629571,4.153418124,6,143,"A,M,23,37","A","M",23,37
15,"Tube",10,6.61963434,4.02027027,6,155,"A,M,24,38","A","M",24,38
15,"Tube",10,6.778616852,4.113672496,6,156,"A,F,15,39","A","F",15,39
15,"Tube",10,6.963434022,3.824191176,6,161,"A,M,25,40","A","M",25,40
15,"Tube",10,6.748807631,3.842740461,6,162,"A,M,26,41","A","M",26,41
15,"Tube",10,6.934286566,3.530073529,7,164,"A,M,27,42","A","M",27,42
15,"Tube",10,6.98198132,2.276762719,7,186,"A,M,28,43","A","M",28,43
15,"Tube",10,6.176470588,2.109831081,8,198,"A,M,29,44","A","M",29,44
15,"Tube",10,6.240063593,2.128378378,8,199,"A,M,30,45","A","M",30,45
15,"Tube",10,6.212241653,1.934950318,8,200,"A,F,16,46","A","F",16,46
15,"Tube",10,6.040009936,2.027688792,8,202,"A,F,17,47","A","F",17,47
15,"Tube",10,5.76709062,2.063459857,8,203,"A,M,31,48","A","M",31,48
15,"Tube",10,5.329888712,2.129040143,8,205,"A,M,32,49","A","M",32,49
15,"Tube",10,5.136460652,2.266826312,8,206,"A,M,33,50","A","M",33,50
15,"Tube",10,4.956279809,1.956810413,8,208,"A,M,34,51","A","M",34,51
15,"Tube",10,5.229199126,1.919713831,8,209,"A,M,35,52","A","M",35,52
15,"Tube",10,4.765500795,2.225755167,8,210,"A,M,36,53","A","M",36,53
15,"Tube",10,4.705882353,2.027027027,8,211,"A,M,37,54","A","M",37,54
15,"Tube",10,4.878775835,1.969395866,8,212,"A,M,38,55","A","M",38,55
15,"Tube",11,3.961239802,2.048685226,1,23,"A,F,1,1","A","F",1,1
15,"Tube",11,3.414029428,2.030579001,1,26,"A,M,1,2","A","M",1,2
15,"Tube",11,2.752146292,2.292113371,2,32,"A,F,2,3","A","F",2,3
15,"Tube",11,2.544930599,2.251877314,2,33,"A,M,2,4","A","M",2,4
15,"Tube",11,2.715933841,2.098980298,2,34,"A,M,3,5","A","M",3,5
15,"Tube",11,2.573095839,1.986319338,2,36,"A,M,4,6","A","M",4,6
15,"Tube",11,2.55297781,1.889752802,2,37,"A,M,5,7","A","M",5,7
15,"Tube",11,2.355821131,2.056732438,2,40,"A,M,6,8","A","M",6,8
15,"Tube",11,2.048015296,1.929988859,2,43,"A,M,7,9","A","M",7,9
15,"Tube",11,2.092274959,2.068803255,2,44,"A,M,8,10","A","M",8,10
15,"Tube",11,1.933342534,2.155310777,2,45,"A,M,9,11","A","M",9,11
15,"Tube",11,1.769716573,2.042649818,2,46,"A,F,3,12","A","F",3,12
15,"Tube",11,1.611454079,2.206275779,2,47,"A,M,10,13","A","M",10,13
15,"Tube",11,1.887740999,2.262606258,2,48,"A,M,11,14","A","M",11,14
15,"Tube",11,1.44246264,2.292113371,2,50,"A,M,12,15","A","M",12,15
15,"Tube",11,1.370037737,2.152629044,2,51,"A,M,13,16","A","M",13,16
15,"Tube",11,1.340530625,1.905847224,2,52,"A,M,14,17","A","M",14,17
15,"Tube",11,1.036078465,2.167381594,3,55,"A,M,15,18","A","M",15,18
15,"Tube",11,1.092408945,2.56706043,3,58,"A,M,16,19","A","M",16,19
15,"Tube",11,1.190317354,2.896996097,3,60,"A,M,17,20","A","M",17,20
15,"Tube",11,1.026689381,3.18937744,3,62,"A,M,18,21","A","M",18,21
15,"Tube",11,1.084361733,3.412017625,3,64,"A,M,19,22","A","M",19,22
15,"Tube",11,1.060220099,3.607832431,3,65,"A,M,20,23","A","M",20,23
15,"Tube",11,1.002547747,3.858637857,4,70,"A,M,21,24","A","M",21,24
15,"Tube",11,0.994500536,4.231491313,4,72,"A,M,22,25","A","M",22,25
15,"Tube",11,5.325912061,4.228137638,6,114,"A,F,4,26","A","F",4,26
15,"Tube",11,5.824169236,4.181196242,6,122,"A,F,5,27","A","F",5,27
15,"Tube",11,7.069475197,3.060622057,7,139,"A,M,23,28","A","M",23,28
15,"Tube",11,7.123793874,3.030445015,7,140,"A,M,24,29","A","M",24,29
15,"Tube",11,6.842141476,2.996244366,7,142,"A,F,6,30","A","F",6,30
15,"Tube",11,6.864271307,2.607966417,7,150,"A,M,25,31","A","M",25,31
15,"Tube",11,7.037286352,2.529506106,7,156,"A,M,26,32","A","M",26,32
15,"Tube",11,6.791846404,2.25590092,7,158,"A,F,7,33","A","F",7,33
15,"Tube",11,4.959094013,2.026555395,8,192,"A,M,27,34","A","M",27,34
15,"Tube",11,4.938975984,2.274007145,8,193,"A,M,28,35","A","M",28,35
15,"Tube",11,5.046271465,2.103673834,8,200,"A,F,8,36","A","F",8,36
15,"Tube",12,3.500778816,0.652906931,1,12,"A,M,1,1","A","M",1,1
15,"Tube",12,3.522844626,1.165628894,1,18,"A,M,2,2","A","M",2,2
15,"Tube",12,3.431984034,1.686137072,1,24,"A,M,3,3","A","M",3,3
15,"Tube",12,3.541018302,2.240395249,1,29,"A,M,4,4","A","M",4,4
15,"Tube",12,3.117860202,1.919781931,2,34,"A,M,5,5","A","M",5,5
15,"Tube",12,2.511033879,2.105399143,2,37,"A,M,6,6","A","M",6,6
15,"Tube",12,2.157320872,2.158619548,2,38,"A,M,7,7","A","M",7,7
15,"Tube",12,2.280632788,2.115784657,2,39,"A,M,8,8","A","M",8,8
15,"Tube",12,2.008047118,1.914589174,2,43,"A,M,9,9","A","M",9,9
15,"Tube",12,1.774402259,1.792575935,2,44,"A,M,10,10","A","M",10,10
15,"Tube",12,1.116952882,1.929517134,3,47,"A,M,11,11","A","M",11,11
15,"Tube",12,1.175364097,2.809579439,3,56,"A,F,1,12","A","F",1,12
15,"Tube",12,0.967679128,2.840732087,3,58,"A,M,12,13","A","M",12,13
15,"Tube",12,1.05334891,3.611760125,3,68,"A,M,13,14","A","M",13,14
15,"Tube",12,0.800233645,3.70911215,4,71,"A,M,14,15","A","M",14,15
15,"Tube",12,3.647780374,4.221183801,5,110,"A,F,2,16","A","F",2,16
15,"Tube",12,3.771417445,4.248442368,5,117,"A,M,15,17","A","M",15,17
15,"Tube",12,5.011682243,4.094626168,6,131,"A,F,3,18","A","F",3,18
15,"Tube",12,5.582165109,4.221832165,6,136,"A,F,4,19","A","F",4,19
15,"Tube",12,6.606308411,2.498701324,7,169,"A,M,16,20","A","M",16,20
15,"Tube",12,6.615395249,2.185878115,7,172,"A,M,17,21","A","M",17,21
15,"Tube",12,6.211707555,2.050882009,8,179,"A,M,18,22","A","M",18,22
15,"Tube",13,3.753900156,1.304602184,1,25,"A,M,1,1","A","M",1,1
15,"Tube",13,3.445787832,2.039781591,1,39,"A,M,2,2","A","M",2,2
15,"Tube",13,3.098673947,2.211388456,2,42,"A,M,3,3","A","M",3,3
15,"Tube",13,2.810062402,1.971528861,2,46,"A,M,4,4","A","M",4,4
15,"Tube",13,2.236090094,2.124284321,2,54,"A,M,5,5","A","M",5,5
15,"Tube",13,2.068383385,2.099584633,2,56,"A,M,6,6","A","M",6,6
15,"Tube",13,1.008190328,1.981279251,3,68,"A,F,1,7","A","F",1,7
15,"Tube",13,1.192798362,2.290692278,3,69,"A,M,7,8","A","M",7,8
15,"Tube",13,0.875585023,2.498699298,3,70,"A,M,8,9","A","M",8,9
15,"Tube",13,1.091394306,2.912115835,3,73,"A,F,2,10","A","F",2,10
15,"Tube",13,0.880785881,3.182527301,3,75,"A,M,9,11","A","M",9,11
15,"Tube",13,0.729978549,3.283931357,3,79,"A,M,10,12","A","M",10,12
15,"Tube",13,0.956187598,3.887154836,4,83,"A,M,11,13","A","M",11,13
15,"Tube",13,0.755980889,3.725949688,4,84,"A,M,12,14","A","M",12,14
15,"Tube",13,0.722178237,3.892355694,4,85,"A,F,3,15","A","F",3,15
15,"Tube",13,3.602443448,4.164717239,5,114,"A,M,13,16","A","M",13,16
15,"Tube",13,3.786402106,4.205017551,5,119,"A,M,14,17","A","M",14,17
15,"Tube",13,5.14950663,4.177716459,6,136,"A,M,15,18","A","M",15,18
15,"Tube",13,5.323712949,4.094514431,6,139,"A,F,4,19","A","F",4,19
15,"Tube",13,6.760920437,2.414196568,7,178,"A,M,16,20","A","M",16,20
15,"Tube",13,5.037051482,1.989079563,8,210,"A,F,5,21","A","F",5,21
15,"Tube",14,3.782265654,1.267752871,1,8,"A,M,1,1","A","M",1,1
15,"Tube",14,3.246882179,2.043966284,1,26,"A,M,2,2","A","M",2,2
15,"Tube",14,2.733112264,1.928492034,2,35,"A,M,3,3","A","M",3,3
15,"Tube",14,2.20205076,2.190316784,2,41,"A,M,4,4","A","M",4,4
15,"Tube",14,1.503643942,2.081017043,2,53,"A,M,5,5","A","M",5,5
15,"Tube",14,1.244288625,1.955044461,3,60,"A,M,6,6","A","M",6,6
15,"Tube",14,1.072002594,1.937754724,3,61,"A,M,7,7","A","M",7,7
15,"Tube",14,0.862048907,2.189699889,3,65,"A,M,8,8","A","M",8,8
15,"Tube",14,1.104112634,2.503395702,3,70,"A,F,1,9","A","F",1,9
15,"Tube",14,0.822526862,3.496356058,3,78,"A,M,9,10","A","M",9,10
15,"Tube",14,0.857108188,3.834753612,4,80,"A,M,10,11","A","M",10,11
15,"Tube",14,1.030011115,3.943434605,4,85,"A,F,2,12","A","F",2,12
15,"Tube",14,2.65962764,4.069407188,4,109,"A,F,3,13","A","F",3,13
15,"Tube",14,3.387675065,4.121278251,5,123,"A,F,4,14","A","F",4,14
15,"Tube",14,5.421761764,2.222426825,8,210,"A,F,5,15","A","F",5,15
15,"Tube",14,5.271706187,1.895763246,8,213,"A,M,11,16","A","M",11,16
15,"Tube",15,3.458404905,1.245988491,1,7,"A,M,1,1","A","M",1,1
15,"Tube",15,2.740680358,1.913107021,2,14,"A,M,2,2","A","M",2,2
