"Colony","Nest","Day","ScaledX","ScaledY","Bin","CoordID","ColorID","Head","Sex","SexNumber","TotalNumber"
12,"Tube",11,2.043680136,1.385951662,2,22,"A,M,5,5","A","M",5,5
12,"Tube",11,1.694990559,1.560927115,3,23,"A,M,6,6","A","M",6,6
12,"Tube",11,1.547709592,2.561682402,3,29,"A,M,7,7","A","M",7,7
12,"Tube",11,1.990810045,3.184794184,4,36,"A,M,8,8","A","M",8,8
12,"Tube",11,1.672331949,3.3081571,4,37,"A,M,9,9","A","M",9,9
12,"Tube",11,2.609516616,3.160247356,4,45,"A,M,10,10","A","M",10,10
12,"Tube",11,2.900302115,3.347809668,4,48,"A,M,11,11","A","M",11,11
12,"Tube",11,4.177996601,3.136329305,5,56,"A,M,12,12","A","M",12,12
12,"Tube",11,4.27366503,3.335220921,5,58,"A,M,13,13","A","M",13,13
12,"Tube",11,4.45367636,3.131293429,5,61,"A,M,14,14","A","M",14,14
12,"Tube",11,4.361782477,3.150175604,5,62,"A,M,15,15","A","M",15,15
12,"Tube",11,5.850641994,3.13255287,6,75,"A,M,16,16","A","M",16,16
12,"Tube",11,6.093277946,3.183534743,6,76,"A,M,17,17","A","M",17,17
12,"Tube",11,6.102719033,2.641616314,7,78,"A,M,18,18","A","M",18,18
12,"Tube",11,5.770392749,2.284743202,7,80,"A,M,19,19","A","M",19,19
12,"Tube",11,5.777001511,1.53228852,7,85,"A,F,1,20","A","F",1,20
12,"Tube",11,5.553247734,1.435045317,8,90,"A,F,2,21","A","F",2,21
12,"Tube",11,5.302114804,1.6918429,8,91,"A,M,20,22","A","M",20,22
12,"Tube",11,5.052870091,1.567220544,8,92,"A,M,21,23","A","M",21,23
12,"Tube",11,4.599697885,1.497356495,8,96,"A,M,22,24","A","M",22,24
12,"Tube",11,4.662009063,1.66163142,8,97,"A,M,23,25","A","M",23,25
12,"Tube",12,3.600151745,1.060318665,1,10,"A,M,1,1","A","M",1,1
12,"Tube",12,3.73292868,1.445371775,1,15,"A,M,2,2","A","M",2,2
12,"Tube",12,2.908763278,1.448216995,2,20,"A,M,3,3","A","M",3,3
12,"Tube",12,2.770295903,1.510811836,2,21,"A,M,4,4","A","M",4,4
12,"Tube",12,2.341616085,1.597116844,2,26,"A,M,5,5","A","M",5,5
12,"Tube",12,2.276176024,1.725151745,2,27,"A,M,6,6","A","M",6,6
12,"Tube",12,1.727996965,1.690060698,3,31,"A,M,7,7","A","M",7,7
12,"Tube",12,1.460546282,2.099772382,3,34,"A,M,8,8","A","M",8,8
12,"Tube",12,1.663505311,3.019726859,4,42,"A,M,9,9","A","M",9,9
12,"Tube",12,1.789643399,3.340288316,4,44,"A,M,10,10","A","M",10,10
12,"Tube",12,1.919575114,3.216047041,4,45,"A,M,11,11","A","M",11,11
12,"Tube",12,1.783952959,3.106980273,4,46,"A,M,12,12","A","M",12,12
12,"Tube",12,2.336874052,3.247344461,4,49,"A,M,13,13","A","M",13,13
12,"Tube",12,2.368171472,3.386760243,4,50,"A,M,14,14","A","M",14,14
12,"Tube",12,2.763657056,3.383915023,4,52,"A,M,15,15","A","M",15,15
12,"Tube",12,3.885622155,3.292867982,5,59,"A,M,16,16","A","M",16,16
12,"Tube",12,4.146433991,3.070940819,5,63,"A,M,17,17","A","M",17,17
12,"Tube",12,5.188732929,3.266312595,6,68,"A,M,17,17","A","M",17,17
12,"Tube",12,5.548179059,3.353566009,6,74,"A,M,18,18","A","M",18,18
12,"Tube",12,5.96452959,3.158194234,6,80,"A,M,19,19","A","M",19,19
12,"Tube",12,6.020485584,2.956183612,6,83,"A,M,20,20","A","M",20,20
12,"Tube",12,6.195940819,2.009673748,7,89,"A,F,1,21","A","F",1,21
12,"Tube",12,5.483687405,1.559180577,8,93,"A,M,21,22","A","M",21,22
12,"Tube",12,5.032245827,1.488050076,8,95,"A,M,22,23","A","M",22,23
12,"Tube",12,4.36646434,1.759294385,8,101,"A,M,23,24","A","M",23,24
12,"Tube",13,3.557987711,1.340245776,1,14,"A,M,1,1","A","M",1,1
12,"Tube",13,3.387096774,1.355606759,1,15,"A,M,2,2","A","M",2,2
12,"Tube",13,3.429339478,1.576420891,1,16,"A,M,3,3","A","M",3,3
12,"Tube",13,3.579109063,1.651305684,1,17,"A,M,4,4","A","M",4,4
12,"Tube",13,3.137480799,1.647465438,2,19,"A,M,5,5","A","M",5,5
12,"Tube",13,1.98156682,1.572580645,2,26,"A,M,6,6","A","M",6,6
12,"Tube",13,1.816436252,1.480414747,3,31,"A,M,7,7","A","M",7,7
12,"Tube",13,1.572580645,1.927803379,3,35,"A,M,8,8","A","M",8,8
12,"Tube",13,1.68202765,1.987327189,3,36,"A,M,9,9","A","M",9,9
12,"Tube",13,1.587941628,2.052611367,3,37,"A,M,10,10","A","M",10,10
12,"Tube",13,1.499615975,2.15437788,3,39,"A,M,11,11","A","M",11,11
12,"Tube",13,1.538018433,2.302227343,3,40,"A,M,12,12","A","M",12,12
12,"Tube",13,1.386328725,2.329109063,3,41,"A,M,13,13","A","M",13,13
12,"Tube",13,1.505376344,2.724654378,3,43,"A,M,14,14","A","M",14,14
12,"Tube",13,2.046850998,3.076036866,4,52,"A,M,15,15","A","M",15,15
12,"Tube",13,4.212110215,3.24500768,5,63,"A,M,16,16","A","M",16,16
12,"Tube",13,4.331157834,3.325652842,5,64,"A,M,17,17","A","M",17,17
12,"Tube",13,5.584356759,3.200844854,6,73,"A,M,18,18","A","M",18,18
12,"Tube",13,5.699564132,3.144521889,6,75,"A,M,19,19","A","M",19,19
12,"Tube",13,5.865336022,1.865720046,7,86,"A,M,20,20","A","M",20,20
12,"Tube",13,5.569637097,1.787634409,8,92,"A,M,21,21","A","M",21,21
12,"Tube",13,5.536353687,1.571941244,8,93,"A,M,22,22","A","M",22,22
12,"Tube",13,4.737582565,1.596261521,8,98,"A,F,1,23","A","F",1,23
12,"Tube",13,4.873271889,1.557859063,8,99,"A,M,23,24","A","M",23,24
12,"Tube",13,4.453404378,1.545059524,8,100,"A,M,24,25","A","M",24,25
12,"Tube",13,4.745263057,1.451612903,8,101,"A,M,25,26","A","M",25,26
12,"Tube",14,3.514020537,1.096958926,1,18,"A,M,1,1","A","M",1,1
12,"Tube",14,3.500197472,1.208530806,1,21,"A,M,2,2","A","M",2,2
12,"Tube",14,3.635466035,1.30035545,1,22,"A,M,3,3","A","M",3,3
12,"Tube",14,3.64468207,1.493548578,1,25,"A,M,4,4","A","M",4,4
12,"Tube",14,3.638757899,1.702869273,1,28,"A,M,5,5","A","M",5,5
12,"Tube",14,3.763165482,1.355977488,1,32,"A,M,6,6","A","M",6,6
12,"Tube",14,3.334650474,1.587020142,1,33,"A,M,7,7","A","M",7,7
12,"Tube",14,3.151658768,1.652843602,2,34,"A,M,8,8","A","M",8,8
12,"Tube",14,2.929172591,1.580436414,2,37,"A,M,9,9","A","M",9,9
12,"Tube",14,2.698789494,1.66864139,2,38,"A,M,10,10","A","M",10,10
12,"Tube",14,2.173183254,1.480055292,2,43,"A,M,11,11","A","M",11,11
12,"Tube",14,1.984597156,1.638033175,2,44,"A,M,12,12","A","M",12,12
12,"Tube",14,1.801935229,1.484004739,3,45,"A,M,13,13","A","M",13,13
12,"Tube",14,1.749605055,1.714060032,3,48,"A,M,14,14","A","M",14,14
12,"Tube",14,1.69628752,1.956951027,3,49,"A,F,1,15","A","F",1,15
12,"Tube",14,1.547195893,1.928317536,3,50,"A,M,15,16","A","M",15,16
12,"Tube",14,1.636058452,3.178317536,4,55,"A,M,16,17","A","M",16,17
12,"Tube",14,1.57385466,3.284952607,4,56,"A,M,17,18","A","M",17,18
12,"Tube",14,3.137835703,3.162519747,5,64,"A,M,18,19","A","M",18,19
12,"Tube",14,3.56042654,3.089454976,5,66,"A,M,19,20","A","M",19,20
12,"Tube",14,4.079778831,3.275408768,5,75,"A,?,?,21","A","?",NA,21
12,"Tube",14,5.253751975,3.248420221,6,82,"A,M,20,22","A","M",20,22
12,"Tube",14,5.687861374,3.268825039,6,83,"A,M,21,23","A","M",21,23
12,"Tube",14,5.685886651,3.206951027,6,86,"A,M,22,24","A","M",22,24
12,"Tube",14,5.957083333,2.792916667,7,90,"A,M,23,25","A","M",23,25
12,"Tube",14,6.066350711,2.419036335,7,94,"A,M,24,26","A","M",24,26
12,"Tube",14,5.41271722,1.71307267,8,107,"A,M,25,27","A","M",25,27
12,"Tube",14,4.803185229,1.610716825,8,111,"A,M,26,28","A","M",26,28
13,"Tube",9,5.094304734,1.792714497,6,18,"A,M,1,1","A","M",1,1
13,"Tube",10,4.343283582,0.949626866,8,18,"A,M,1,1","A","M",1,1
13,"Tube",11,4.467840735,0.939892802,8,20,"A,M,1,1","A","M",1,1
13,"Tube",12,4.083343326,0.991047662,8,24,"A,M,1,1","A","M",1,1
13,"Tube",13,4.873076923,1.157692308,7,22,"A,M,1,1","A","M",1,1
13,"Tube",14,4.382022472,1.059390048,8,29,"A,M,1,1","A","M",1,1
14,"Circle",3,3.110658771,0.605107328,1,11,"A,M,1,1","A","M",1,1
14,"Circle",3,3.134715026,1.008512213,2,19,"A,M,2,2","A","M",2,2
14,"Circle",3,3.941524796,1.197261288,2,28,"A,M,3,3","A","M",3,3
14,"Circle",3,3.810140637,1.249074759,2,29,"A,M,4,4","A","M",4,4
14,"Circle",3,3.83234641,1.472982976,3,30,"A,M,5,5","A","M",5,5
14,"Circle",3,2.773871207,1.252775722,2,36,"A,M,6,6","A","M",6,6
14,"Circle",3,4.793362324,1.815321984,4,50,"A,M,7,7","A","M",7,7
14,"Circle",3,4.729213546,1.637675796,3,51,"A,M,8,8","A","M",8,8
14,"Circle",3,4.748950777,1.553787935,3,52,"A,M,9,9","A","M",9,9
14,"Circle",3,4.418948927,1.236737602,2,64,"A,M,10,10","A","M",10,10
14,"Circle",3,4.935233161,0.988156921,2,67,"A,M,11,11","A","M",11,11
14,"Circle",3,4.979644708,1.624722428,3,68,"A,M,12,12","A","M",12,12
14,"Circle",3,5.242413027,1.746854182,4,69,"A,M,13,13","A","M",13,13
14,"Circle",3,5.253515914,1.883789785,4,71,"A,M,14,14","A","M",14,14
14,"Circle",3,4.798297557,2.309400444,5,74,"A,M,15,15","A","M",15,15
14,"Circle",3,3.586848631,2.103380829,5,83,"A,M,16,16","A","M",16,16
14,"Circle",3,3.636195411,2.235381199,5,84,"A,M,17,17","A","M",17,17
14,"Circle",3,3.641130644,2.348876758,5,86,"A,M,18,18","A","M",18,18
14,"Circle",3,3.247594375,2.620281273,6,90,"A,M,19,19","A","M",19,19
14,"Circle",3,3.197631384,2.048482605,5,98,"A,M,20,20","A","M",20,20
14,"Circle",3,2.07253886,2.340242413,5,107,"A,M,21,21","A","M",21,21
14,"Circle",3,2.684431902,1.183073649,2,128,"A,M,22,22","A","M",22,22
14,"Circle",3,3.036639526,2.794226499,7,138,"A,M,23,23","A","M",23,23
14,"Circle",3,2.124352332,2.636935603,6,143,"A,M,24,24","A","M",24,24
14,"Circle",3,3.870590303,3.209350481,8,174,"A,M,25,25","A","M",25,25
14,"Circle",3,4.039600296,2.706637676,6,181,"A,M,26,26","A","M",26,26
14,"Circle",3,4.198741673,2.754750185,6,182,"A,M,27,27","A","M",27,27
14,"Circle",3,4.081545152,2.579570688,6,183,"A,M,28,28","A","M",28,28
14,"Circle",3,4.16173205,2.97742413,7,212,"A,M,29,29","A","M",29,29
14,"Circle",5,4.192739136,0.736372956,1,8,"A,M,1,1","A","M",1,1
14,"Circle",5,4.101074529,0.901369249,2,10,"A,M,2,2","A","M",2,2
14,"Circle",5,3.543753717,0.776705383,1,23,"A,M,3,3","A","M",3,3
14,"Circle",5,4.445733453,0.839037316,2,28,"A,M,4,4","A","M",4,4
14,"Circle",5,4.834391387,0.788315623,1,31,"A,M,5,5","A","M",5,5
14,"Circle",5,4.741503974,1.152530273,2,36,"A,M,6,6","A","M",6,6
14,"Circle",5,3.846857407,1.169640389,2,37,"A,M,7,7","A","M",7,7
14,"Circle",5,3.612196013,1.370081552,3,40,"A,M,8,8","A","M",8,8
14,"Circle",5,4.142629762,1.384747889,3,43,"A,M,9,9","A","M",9,9
14,"Circle",5,3.93974482,1.528965649,3,58,"A,M,10,10","A","M",10,10
14,"Circle",5,4.235515342,1.88829091,4,64,"A,M,11,11","A","M",11,11
14,"Circle",5,4.631506445,2.660106903,6,90,"A,M,12,12","A","M",12,12
14,"Circle",5,3.320092075,2.569665102,6,151,"A,M,13,13","A","M",13,13
14,"Circle",5,3.061597883,2.219506302,5,161,"A,M,14,14","A","M",14,14
14,"Circle",5,2.163895218,2.762160777,6,171,"A,M,15,15","A","M",15,15
14,"Circle",5,2.936323531,1.967734792,4,179,"A,M,16,16","A","M",16,16
14,"Circle",5,3.190538819,1.635296594,3,186,"A,M,17,17","A","M",17,17
14,"Circle",5,2.273892747,1.96528918,4,189,"A,M,18,18","A","M",18,18
14,"Circle",5,2.291004695,1.843070926,4,190,"A,M,19,19","A","M",19,19
14,"Circle",5,2.41811234,1.603520141,3,203,"A,M,20,20","A","M",20,20
14,"Circle",5,2.620384962,1.173306973,2,222,"A,M,21,21","A","M",21,21
14,"Circle",5,3.884746056,2.028843919,4,237,"A,M,22,22","A","M",22,22
14,"Circle",5,3.364091087,1.438523848,3,241,"A,M,23,23","A","M",23,23
14,"Circle",5,3.265093311,1.511855534,3,242,"A,M,24,24","A","M",24,24
14,"Circle",7,3.679829655,0.077429346,1,3,"A,M,1,1","A","M",1,1
14,"Circle",7,3.861788618,0.290360046,1,4,"A,M,2,2","A","M",2,2
14,"Circle",7,3.482384824,0.363917925,1,5,"A,M,3,3","A","M",3,3
14,"Circle",7,3.308168796,0.224545103,1,6,"A,M,4,4","A","M",4,4
14,"Circle",7,3.362369338,0.193573364,1,7,"A,M,5,5","A","M",5,5
14,"Circle",7,4.163763066,0.414247,1,8,"A,M,6,6","A","M",6,6
14,"Circle",7,4.322493225,0.317460317,1,9,"A,M,7,7","A","M",7,7
14,"Circle",7,4.790940767,0.518776616,1,10,"A,M,8,8","A","M",8,8
14,"Circle",7,4.647696477,0.449090205,1,11,"A,M,9,9","A","M",9,9
14,"Circle",7,4.798683701,0.600077429,1,12,"A,M,10,10","A","M",10,10
14,"Circle",7,4.608981804,0.642663569,1,13,"A,M,11,11","A","M",11,11
14,"Circle",7,4.399922571,0.735578784,1,14,"A,M,12,12","A","M",12,12
14,"Circle",7,4.221835075,0.921409214,2,15,"A,M,13,13","A","M",13,13
14,"Circle",7,4.337979094,0.940766551,2,16,"A,M,14,14","A","M",14,14
14,"Circle",7,4.427022842,1.138211382,2,17,"A,M,15,15","A","M",15,15
14,"Circle",7,4.566395664,1.16918312,2,18,"A,M,16,16","A","M",16,16
14,"Circle",7,4.802555168,1.149825784,2,19,"A,M,17,17","A","M",17,17
14,"Circle",7,4.934185056,1.234998064,2,20,"A,M,18,18","A","M",18,18
14,"Circle",7,5.007742935,1.196283391,2,21,"A,M,19,19","A","M",19,19
14,"Circle",7,5.104529617,1.265969803,2,22,"A,M,20,20","A","M",20,20
14,"Circle",7,5.131629888,1.049167635,2,23,"A,M,21,21","A","M",21,21
14,"Circle",7,5.034843206,0.820751065,1,25,"A,M,22,22","A","M",22,22
14,"Circle",7,3.300425861,1.12659698,2,45,"A,M,23,23","A","M",23,23
14,"Circle",8,3.584592283,0.254574383,1,3,"A,M,1,1","A","M",1,1
14,"Circle",8,3.686024264,0.357995227,1,4,"A,M,2,2","A","M",2,2
14,"Circle",8,3.634313842,0.397772474,1,5,"A,M,3,3","A","M",3,3
14,"Circle",8,3.584592283,0.443516309,1,6,"A,M,4,4","A","M",4,4
14,"Circle",8,3.503048926,0.493237868,1,7,"A,M,5,5","A","M",5,5
14,"Circle",8,3.443383055,0.485282418,1,8,"A,M,6,6","A","M",6,6
14,"Circle",8,3.353884248,0.572792363,1,9,"A,M,7,7","A","M",7,7
14,"Circle",8,3.389683771,0.320206842,1,10,"A,M,8,8","A","M",8,8
14,"Circle",8,3.284274065,0.280429594,1,11,"A,M,9,9","A","M",9,9
14,"Circle",8,3.375761734,0.186953063,1,12,"A,M,10,10","A","M",10,10
14,"Circle",8,3.787456245,0.342084328,1,13,"A,M,11,11","A","M",11,11
14,"Circle",8,3.849110979,0.451471758,1,15,"A,M,12,12","A","M",12,12
14,"Circle",8,3.795411695,0.546937152,1,16,"A,M,13,13","A","M",13,13
14,"Circle",8,3.831211217,0.204852824,1,17,"A,M,14,14","A","M",14,14
14,"Circle",8,4.042030628,0.330151154,1,18,"A,M,15,15","A","M",15,15
14,"Circle",8,4.061919252,0.463404932,1,19,"A,?,16,16","A","?",16,16
14,"Circle",10,3.337856884,0.804942201,1,17,"A,M,1,1","A","M",1,1
14,"Circle",10,3.696211661,0.815800758,1,19,"A,M,2,2","A","M",2,2
14,"Circle",10,3.059590327,0.677345503,1,21,"A,M,3,3","A","M",3,3
14,"Circle",10,3.990769107,0.768292281,1,22,"A,M,4,4","A","M",4,4
14,"Circle",10,4.332157007,0.992264016,2,33,"A,M,5,5","A","M",5,5
14,"Circle",10,4.152979618,1.027555853,2,35,"A,M,6,6","A","M",6,6
14,"Circle",10,4.576489809,0.875525875,2,40,"A,M,7,7","A","M",7,7
14,"Circle",10,3.232659396,1.073708284,2,63,"A,M,8,8","A","M",8,8
14,"Circle",10,2.92859944,1.212163538,2,64,"A,M,9,9","A","M",9,9
14,"Circle",10,3.381973207,1.928873092,4,70,"A,M,10,10","A","M",10,10
14,"Circle",10,2.585855493,0.781186944,1,171,"A,M,11,11","A","M",11,11
14,"Circle",10,2.488122372,1.133433401,2,176,"A,M,12,12","A","M",12,12
14,"Circle",10,2.600108239,1.037736387,2,177,"A,M,13,13","A","M",13,13
14,"Circle",11,4.665866347,0.676270508,1,10,"A,M,1,1","A","M",1,1
14,"Circle",11,2.945178071,0.670268107,1,20,"A,M,2,2","A","M",2,2
14,"Circle",11,2.93717487,0.858343337,2,21,"A,M,3,3","A","M",3,3
14,"Circle",11,4.257703081,0.978391357,2,24,"A,M,4,4","A","M",4,4
14,"Circle",11,2.633053221,1.370548219,3,30,"A,M,5,5","A","M",5,5
14,"Circle",11,2.529011605,1.086434574,2,35,"A,M,6,6","A","M",6,6
14,"Circle",11,3.223289316,1.928771509,4,70,"A,M,7,7","A","M",7,7
14,"Circle",11,3.453381353,1.629985994,3,157,"A,M,8,8","A","M",8,8
14,"Circle",11,3.517406963,1.544617847,3,160,"A,M,9,9","A","M",9,9
14,"Circle",11,4.385088035,1.101106443,2,229,"A,M,10,10","A","M",10,10
14,"Circle",12,3.4727749,0.855910359,2,26,"A,M,1,1","A","M",1,1
14,"Circle",12,3.666667331,1.395085657,3,57,"A,M,2,2","A","M",2,2
14,"Circle",12,3.393093625,1.267595618,2,58,"A,M,3,3","A","M",3,3
14,"Circle",12,3.162017928,1.217131474,2,62,"A,M,4,4","A","M",4,4
14,"Circle",12,2.875165339,1.023241036,2,63,"A,M,5,5","A","M",5,5
14,"Circle",12,2.77689243,1.299468127,3,67,"A,M,6,6","A","M",6,6
14,"Circle",12,2.992031873,1.530543825,3,68,"A,M,7,7","A","M",7,7
14,"Circle",12,3.541832669,1.13213745,2,70,"A,M,8,8","A","M",8,8
14,"Circle",12,3.334661355,3.596946215,8,167,"A,M,9,9","A","M",9,9
14,"Circle",13,3.27104642,0.868082219,2,24,"A,M,1,1","A","M",1,1
14,"Circle",13,3.876868607,0.870706137,2,30,"A,M,2,2","A","M",2,2
14,"Circle",13,3.119590873,1.483084186,3,244,"A,M,3,3","A","M",3,3
14,"Circle",13,2.403619197,0.931681747,2,284,"A,M,4,4","A","M",4,4
14,"Circle",13,2.627852085,0.95266129,2,288,"A,M,5,5","A","M",5,5
14,"Circle",14,3.559871173,0.649116878,1,22,"A,M,1,1","A","M",1,1
14,"Circle",14,2.693553025,0.957804332,2,28,"A,M,2,2","A","M",2,2
14,"Circle",14,3.851133308,1.042443988,2,35,"A,M,3,3","A","M",3,3
14,"Circle",14,4.129947722,1.194299851,2,36,"A,M,4,4","A","M",4,4
14,"Circle",14,3.671895071,1.418347647,3,66,"A,M,5,5","A","M",5,5
14,"Circle",14,4.261887603,0.905526512,2,202,"A,M,6,6","A","M",6,6
14,"Circle",14,4.321633682,0.584391337,1,203,"A,M,7,7","A","M",7,7
14,"Circle",14,4.702514937,0.800970874,1,212,"A,M,8,8","A","M",8,8
14,"Circle",15,3.533198224,1.568752827,3,25,"A,M,1,1","A","M",1,1
14,"Circle",15,3.517905758,1.109978831,2,33,"A,M,2,2","A","M",2,2
14,"Circle",15,3.296164993,0.850006901,2,141,"A,M,3,3","A","M",3,3
14,"Circle",15,3.612208664,0.799031375,1,144,"A,M,4,4","A","M",4,4
14,"Circle",15,2.648783274,1.304957779,3,183,"A,M,5,5","A","M",5,5
14,"Circle",15,2.908755205,1.731235283,4,196,"A,M,6,6","A","M",6,6
14,"Tube",12,3.645504732,1.21648265,1,23,"A,M,1,1","A","M",1,1
14,"Tube",12,3.288643533,2.091876972,2,41,"A,M,2,2","A","M",2,2
14,"Tube",12,4.838984621,4.227129338,5,108,"A,M,3,3","A","M",3,3
14,"Tube",12,6.687040615,4.465037461,6,124,"A,M,4,4","A","M",4,4
14,"Tube",12,6.978180205,3.650763013,7,132,"A,M,5,5","A","M",5,5
14,"Tube",12,5.950315457,2.165812303,8,157,"A,M,6,6","A","M",6,6
14,"Tube",14,3.641544118,0.731617647,1,13,"A,M,1,1","A","M",1,1
14,"Tube",14,3.726102941,1.040441176,1,15,"A,M,2,2","A","M",2,2
14,"Tube",14,2.875,1.987132353,2,35,"A,M,2,2","A","M",2,2
14,"Tube",14,2.544117647,2.152573529,2,38,"A,M,3,3","A","M",3,3
14,"Tube",14,2.248161765,4.507352941,4,72,"A,M,4,4","A","M",4,4
14,"Tube",14,4.972426471,4.496323529,6,97,"A,M,5,5","A","M",5,5
14,"Tube",14,5.491420956,4.351102941,6,101,"A,M,6,6","A","M",6,6
14,"Tube",14,5.439950368,4.096200368,6,102,"A,M,7,7","A","M",7,7
14,"Tube",14,6.472426471,4.128676471,6,116,"A,?,?,8","A","?",NA,8
14,"Tube",14,7.125,4.009191176,6,123,"A,M,8,8","A","M",8,8
14,"Tube",14,6.977941176,3.40625,7,130,"A,M,9,9","A","M",9,9
14,"Tube",14,7.023897059,2.564338235,7,136,"A,M,10,10","A","M",10,10
14,"Tube",14,6.417279412,2.154411765,8,147,"A,M,11,11","A","M",11,11
14,"Tube",14,6.636029412,1.875,7,149,"A,M,12,12","A","M",12,12
14,"Tube",14,5.733455882,2.251838235,8,158,"A,M,13,13","A","M",13,13
14,"Tube",14,4.665441176,2.145220588,8,167,"A,M,14,14","A","M",14,14
15,"Tube",4,3.667957227,0.646202065,1,5,"A,M,1,1","A","M",1,1
15,"Tube",4,3.791482301,1.516408555,1,11,"A,F,1,2","A","F",1,2
15,"Tube",4,3.807153392,1.473082596,1,12,"A,?,?,3","A","?",NA,3
15,"Tube",4,3.573930678,1.667588496,1,13,"A,M,2,4","A","M",2,4
15,"Tube",4,3.891961652,2.087020649,1,14,"A,F,2,5","A","F",2,5
15,"Tube",4,3.427359882,2.01880531,1,17,"A,F,3,6","A","F",3,6
15,"Tube",4,2.943707596,2.082103614,2,18,"A,M,3,7","A","M",3,7
15,"Tube",4,1.873156342,2.260324484,2,23,"A,F,4,8","A","F",4,8
15,"Tube",4,2.018191372,1.87622972,2,24,"A,F,5,9","A","F",5,9
15,"Tube",4,2.079646018,2.05322087,2,25,"A,F,6,10","A","F",6,10
15,"Tube",4,1.012168142,3.451327434,3,43,"A,M,4,11","A","M",4,11
15,"Tube",4,1.09789823,3.878134218,4,44,"A,F,7,12","A","F",7,12
15,"Tube",4,1.504424779,4.306784661,4,48,"A,F,8,13","A","F",8,13
15,"Tube",4,1.841200221,4.277286136,4,51,"A,F,9,14","A","F",9,14
15,"Tube",4,2.31379056,4.370082965,4,53,"A,M,5,15","A","M",5,15
15,"Tube",4,2.426867625,4.309858038,4,54,"A,F,10,16","A","F",10,16
15,"Tube",4,2.485864676,4.126720133,4,55,"A,M,6,17","A","M",6,17
15,"Tube",4,3.207964602,4.301253687,5,57,"A,F,11,18","A","F",11,18
15,"Tube",4,3.473451327,4.148230088,5,58,"A,F,12,19","A","F",12,19
15,"Tube",4,3.537979351,4.19800885,5,59,"A,M,7,20","A","M",7,20
15,"Tube",4,3.748156342,4.202925885,5,60,"A,M,8,21","A","M",8,21
15,"Tube",4,4.483161873,4.024705015,5,62,"A,F,13,22","A","F",13,22
15,"Tube",4,4.347959071,4.175884956,5,63,"A,M,9,23","A","M",9,23
15,"Tube",4,4.415560472,4.242256637,5,64,"A,M,10,24","A","M",10,24
15,"Tube",4,4.508973083,4.279129794,5,65,"A,M,11,25","A","M",11,25
15,"Tube",4,4.617133112,4.17096792,5,66,"A,M,12,26","A","M",12,26
15,"Tube",4,5.063606195,4.16390118,6,68,"A,F,14,27","A","F",14,27
15,"Tube",4,5.391777286,4.399889381,6,72,"A,F,15,28","A","F",15,28
15,"Tube",4,6.457411504,4.124262537,6,76,"A,M,13,29","A","M",13,29
15,"Tube",4,6.693091814,4.123648599,6,79,"A,F,16,30","A","F",16,30
15,"Tube",4,6.893436578,3.383726032,7,84,"A,M,14,31","A","M",14,31
15,"Tube",4,6.856563422,2.931415929,7,87,"A,F,17,32","A","F",17,32
15,"Tube",4,6.695551254,2.721238938,7,88,"A,F,18,33","A","F",18,33
15,"Tube",4,6.95980826,2.069813791,7,91,"A,M,15,34","A","M",15,34
15,"Tube",4,6.618117625,2.048917773,7,92,"A,F,19,35","A","F",19,35
15,"Tube",4,6.286259218,2.013274336,7,93,"A,M,16,36","A","M",16,36
15,"Tube",4,6.457103614,1.865781711,7,94,"A,M,17,37","A","M",17,37
15,"Tube",4,5.355825959,1.898045723,8,98,"A,F,20,38","A","F",20,38
15,"Tube",4,5.293141593,1.983775811,8,99,"A,F,20,39","A","F",20,39
15,"Tube",4,4.900442478,1.882374631,8,100,"A,F,21,40","A","F",21,40
15,"Tube",4,4.888458702,2.137721239,8,101,"A,M,18,41","A","M",18,41
15,"Tube",4,4.519727139,2.168141593,8,102,"A,M,19,42","A","M",19,42
15,"Tube",4,4.604535398,2.299963127,8,103,"A,F,22,43","A","F",22,43
15,"Tube",4,4.659384218,2.159384218,8,104,"A,M,20,44","A","M",20,44
15,"Tube",4,4.943460546,2.150318953,8,105,"A,?,?,45","A","?",NA,45
15,"Tube",4,6.730272861,4.078171091,6,107,"A,M,21,46","A","M",21,46
15,"Tube",7,3.585993541,0.856130319,1,18,"A,M,1,1","A","M",1,1
15,"Tube",7,3.45681421,1.106890198,1,20,"A,M,2,2","A","M",2,2
15,"Tube",7,3.787361322,1.3462519,1,22,"A,F,1,3","A","F",1,3
15,"Tube",7,3.565729483,1.381711626,1,23,"A,M,3,4","A","M",3,4
15,"Tube",7,3.667045973,1.703394757,1,28,"A,M,4,5","A","M",4,5
15,"Tube",7,3.460613602,1.847771657,1,32,"A,M,5,6","A","M",5,6
15,"Tube",7,3.493541033,2.193516337,1,33,"A,F,2,7","A","F",2,7
15,"Tube",7,3.364361702,2.164386398,1,37,"A,M,6,8","A","M",6,8
15,"Tube",7,3.318768997,2.083333967,1,39,"A,M,7,9","A","M",7,9
15,"Tube",7,3.121200608,1.959219225,2,41,"A,M,8,10","A","M",8,10
15,"Tube",7,3.050279255,1.904762538,2,42,"A,M,9,11","A","M",9,11
15,"Tube",7,2.494933511,2.035841565,2,48,"A,M,10,12","A","M",10,12
15,"Tube",7,2.326495061,2.11056231,2,55,"A,M,11,13","A","M",11,13
15,"Tube",7,2.008611322,1.99024886,2,57,"A,M,12,14","A","M",12,14
15,"Tube",7,1.776215805,2.083966565,2,59,"A,M,13,15","A","M",13,15
