"Colony","Nest","Day","ScaledX","ScaledY","Bin","ScaledDist","Density","Sex","Ratio","Corner"
12,"Tube",12,6.195940819,2.009673748,7,0.840931337101334,"Low","F",0.958333333333333,"Y"
12,"Tube",12,5.483687405,1.559180577,8,0.890642869410107,"Low","M",0.958333333333333,"N"
12,"Tube",12,5.032245827,1.488050076,8,0.928229790818438,"Low","M",0.958333333333333,"N"
12,"Tube",12,4.36646434,1.759294385,8,0.980651134968731,"Low","M",0.958333333333333,"N"
12,"Tube",13,3.137480799,1.647465438,2,0.156569930271702,"Low","M",0.961538461538462,"N"
12,"Tube",13,1.98156682,1.572580645,2,0.247690125327215,"Low","M",0.961538461538462,"N"
12,"Tube",13,1.816436252,1.480414747,3,0.261211252648022,"Low","M",0.961538461538462,"Y"
12,"Tube",13,1.572580645,1.927803379,3,0.290834832988119,"Low","M",0.961538461538462,"Y"
12,"Tube",13,1.68202765,1.987327189,3,0.287342765778455,"Low","M",0.961538461538462,"Y"
12,"Tube",13,1.587941628,2.052611367,3,0.296794078382748,"Low","M",0.961538461538462,"Y"
12,"Tube",13,1.499615975,2.15437788,3,0.308712506093913,"Low","M",0.961538461538462,"Y"
12,"Tube",13,1.538018433,2.302227343,3,0.317964443471589,"Low","M",0.961538461538462,"Y"
12,"Tube",13,1.386328725,2.329109063,3,0.327058536330753,"Low","M",0.961538461538462,"Y"
12,"Tube",13,1.505376344,2.724654378,3,0.354032870164567,"Low","M",0.961538461538462,"Y"
12,"Tube",13,2.046850998,3.076036866,4,0.402805753581532,"Low","M",0.961538461538462,"Y"
12,"Tube",13,4.212110215,3.24500768,5,0.59447432763407,"Low","M",0.961538461538462,"N"
12,"Tube",13,4.331157834,3.325652842,5,0.605765950959355,"Low","M",0.961538461538462,"N"
12,"Tube",13,5.584356759,3.200844854,6,0.715251020733999,"Low","M",0.961538461538462,"Y"
12,"Tube",13,5.699564132,3.144521889,6,0.725201687901977,"Low","M",0.961538461538462,"Y"
12,"Tube",13,5.865336022,1.865720046,7,0.847998996001285,"Low","M",0.961538461538462,"Y"
12,"Tube",13,5.569637097,1.787634409,8,0.874495681430945,"Low","M",0.961538461538462,"N"
12,"Tube",13,5.536353687,1.571941244,8,0.886399478541754,"Low","M",0.961538461538462,"N"
12,"Tube",13,4.737582565,1.596261521,8,0.95004309190628,"Low","F",0.961538461538462,"N"
12,"Tube",13,4.873271889,1.557859063,8,0.939287644329158,"Low","M",0.961538461538462,"N"
12,"Tube",13,4.453404378,1.545059524,8,0.975574009458428,"Low","M",0.961538461538462,"N"
12,"Tube",13,4.745263057,1.451612903,8,0.952998542490236,"Low","M",0.961538461538462,"N"
12,"Tube",14,3.151658768,1.652843602,2,0.156184597155571,"Low","M",0.928571428571429,"N"
12,"Tube",14,2.929172591,1.580436414,2,0.167268691139277,"Low","M",0.928571428571429,"N"
12,"Tube",14,2.698789494,1.66864139,2,0.18900357577408,"Low","M",0.928571428571429,"N"
12,"Tube",14,2.173183254,1.480055292,2,0.229785648040358,"Low","M",0.928571428571429,"N"
12,"Tube",14,1.984597156,1.638033175,2,0.248476773871115,"Low","M",0.928571428571429,"N"
12,"Tube",14,1.801935229,1.484004739,3,0.26251679187216,"Low","M",0.928571428571429,"Y"
12,"Tube",14,1.749605055,1.714060032,3,0.270224041181533,"Low","M",0.928571428571429,"Y"
12,"Tube",14,1.69628752,1.956951027,3,0.284378130521859,"Low","F",0.928571428571429,"Y"
12,"Tube",14,1.547195893,1.928317536,3,0.292896490246818,"Low","M",0.928571428571429,"Y"
12,"Tube",14,1.636058452,3.178317536,4,0.391470440277134,"Low","M",0.928571428571429,"Y"
12,"Tube",14,1.57385466,3.284952607,4,0.401464030993677,"Low","M",0.928571428571429,"Y"
12,"Tube",14,3.137835703,3.162519747,5,0.499193688211251,"Low","M",0.928571428571429,"N"
12,"Tube",14,3.56042654,3.089454976,5,0.535886984428161,"Low","M",0.928571428571429,"N"
12,"Tube",14,4.079778831,3.275408768,5,0.583140090663584,"Low","?",0.928571428571429,"N"
12,"Tube",14,5.253751975,3.248420221,6,0.686324797622035,"Low","M",0.928571428571429,"Y"
12,"Tube",14,5.687861374,3.268825039,6,0.724768594234977,"Low","M",0.928571428571429,"Y"
12,"Tube",14,5.685886651,3.206951027,6,0.724251278459688,"Low","M",0.928571428571429,"Y"
12,"Tube",14,5.957083333,2.792916667,7,0.768832725955528,"Low","M",0.928571428571429,"Y"
12,"Tube",14,6.066350711,2.419036335,7,0.802984813967442,"Low","M",0.928571428571429,"Y"
12,"Tube",14,5.41271722,1.71307267,8,0.889623288948979,"Low","M",0.928571428571429,"N"
12,"Tube",14,4.803185229,1.610716825,8,0.944098922976988,"Low","M",0.928571428571429,"N"
13,"Tube",9,5.094304734,1.792714497,6,0.821905962035684,"Low","M",1,"Y"
