Colony,Nest,Day,ScaledX,ScaledY,SexID
14,Circle,5,4.101074529,0.901369249,"A,M,2,2"
14,Circle,5,3.543753717,0.776705383,"A,M,3,3"
14,Circle,5,4.445733453,0.839037316,"A,M,4,4"
14,Circle,5,4.834391387,0.788315623,"A,M,5,5"
14,Circle,5,4.741503974,1.152530273,"A,M,6,6"
14,Circle,5,3.846857407,1.169640389,"A,M,7,7"
14,Circle,5,3.612196013,1.370081552,"A,M,8,8"
14,Circle,5,4.142629762,1.384747889,"A,M,9,9"
14,Circle,5,3.93974482,1.528965649,"A,M,10,10"
14,Circle,5,4.235515342,1.88829091,"A,M,11,11"
14,Circle,5,4.631506445,2.660106903,"A,M,12,12"
14,Circle,5,3.320092075,2.569665102,"A,M,13,13"
14,Circle,5,3.061597883,2.219506302,"A,M,14,14"
14,Circle,5,2.163895218,2.762160777,"A,M,15,15"
14,Circle,5,2.936323531,1.967734792,"A,M,16,16"
14,Circle,5,3.190538819,1.635296594,"A,M,17,17"
14,Circle,5,2.273892747,1.96528918,"A,M,18,18"
14,Circle,5,2.291004695,1.843070926,"A,M,19,19"
14,Circle,5,2.41811234,1.603520141,"A,M,20,20"
14,Circle,5,2.620384962,1.173306973,"A,M,21,21"
14,Circle,5,3.884746056,2.028843919,"A,M,22,22"
14,Circle,5,3.364091087,1.438523848,"A,M,23,23"
14,Circle,5,3.265093311,1.511855534,"A,M,24,24"
14,Circle,7,3.679829655,0.077429346,"A,M,1,1"
14,Circle,7,3.861788618,0.290360046,"A,M,2,2"
14,Circle,7,3.482384824,0.363917925,"A,M,3,3"
14,Circle,7,3.308168796,0.224545103,"A,M,4,4"
14,Circle,7,3.362369338,0.193573364,"A,M,5,5"
14,Circle,7,4.163763066,0.414247,"A,M,6,6"
14,Circle,7,4.322493225,0.317460317,"A,M,7,7"
14,Circle,7,4.790940767,0.518776616,"A,M,8,8"
14,Circle,7,4.647696477,0.449090205,"A,M,9,9"
14,Circle,7,4.798683701,0.600077429,"A,M,10,10"
14,Circle,7,4.608981804,0.642663569,"A,M,11,11"
14,Circle,7,4.399922571,0.735578784,"A,M,12,12"
14,Circle,7,4.221835075,0.921409214,"A,M,13,13"
14,Circle,7,4.337979094,0.940766551,"A,M,14,14"
14,Circle,7,4.427022842,1.138211382,"A,M,15,15"
14,Circle,7,4.566395664,1.16918312,"A,M,16,16"
14,Circle,7,4.802555168,1.149825784,"A,M,17,17"
14,Circle,7,4.934185056,1.234998064,"A,M,18,18"
14,Circle,7,5.007742935,1.196283391,"A,M,19,19"
14,Circle,7,5.104529617,1.265969803,"A,M,20,20"
14,Circle,7,5.131629888,1.049167635,"A,M,21,21"
14,Circle,7,5.034843206,0.820751065,"A,M,22,22"
14,Circle,7,3.300425861,1.12659698,"A,M,23,23"
14,Circle,8,3.584592283,0.254574383,"A,M,1,1"
14,Circle,8,3.686024264,0.357995227,"A,M,2,2"
14,Circle,8,3.634313842,0.397772474,"A,M,3,3"
14,Circle,8,3.584592283,0.443516309,"A,M,4,4"
14,Circle,8,3.503048926,0.493237868,"A,M,5,5"
14,Circle,8,3.443383055,0.485282418,"A,M,6,6"
14,Circle,8,3.353884248,0.572792363,"A,M,7,7"
14,Circle,8,3.389683771,0.320206842,"A,M,8,8"
14,Circle,8,3.284274065,0.280429594,"A,M,9,9"
14,Circle,8,3.375761734,0.186953063,"A,M,10,10"
14,Circle,8,3.787456245,0.342084328,"A,M,11,11"
14,Circle,8,3.849110979,0.451471758,"A,M,12,12"
14,Circle,8,3.795411695,0.546937152,"A,M,13,13"
14,Circle,8,3.831211217,0.204852824,"A,M,14,14"
14,Circle,8,4.042030628,0.330151154,"A,M,15,15"
14,Circle,8,4.061919252,0.463404932,"A,?,16,16"
14,Circle,10,3.337856884,0.804942201,"A,M,1,1"
14,Circle,10,3.696211661,0.815800758,"A,M,2,2"
14,Circle,10,3.059590327,0.677345503,"A,M,3,3"
14,Circle,10,3.990769107,0.768292281,"A,M,4,4"
14,Circle,10,4.332157007,0.992264016,"A,M,5,5"
14,Circle,10,4.152979618,1.027555853,"A,M,6,6"
14,Circle,10,4.576489809,0.875525875,"A,M,7,7"
14,Circle,10,3.232659396,1.073708284,"A,M,8,8"
14,Circle,10,2.92859944,1.212163538,"A,M,9,9"
14,Circle,10,3.381973207,1.928873092,"A,M,10,10"
14,Circle,10,2.585855493,0.781186944,"A,M,11,11"
14,Circle,10,2.488122372,1.133433401,"A,M,12,12"
14,Circle,10,2.600108239,1.037736387,"A,M,13,13"
14,Circle,11,4.665866347,0.676270508,"A,M,1,1"
14,Circle,11,2.945178071,0.670268107,"A,M,2,2"
14,Circle,11,2.93717487,0.858343337,"A,M,3,3"
14,Circle,11,4.257703081,0.978391357,"A,M,4,4"
14,Circle,11,2.633053221,1.370548219,"A,M,5,5"
14,Circle,11,2.529011605,1.086434574,"A,M,6,6"
14,Circle,11,3.223289316,1.928771509,"A,M,7,7"
14,Circle,11,3.453381353,1.629985994,"A,M,8,8"
14,Circle,11,3.517406963,1.544617847,"A,M,9,9"
14,Circle,11,4.385088035,1.101106443,"A,M,10,10"
14,Circle,12,3.4727749,0.855910359,"A,M,1,1"
14,Circle,12,3.666667331,1.395085657,"A,M,2,2"
14,Circle,12,3.393093625,1.267595618,"A,M,3,3"
14,Circle,12,3.162017928,1.217131474,"A,M,4,4"
14,Circle,12,2.875165339,1.023241036,"A,M,5,5"
14,Circle,12,2.77689243,1.299468127,"A,M,6,6"
14,Circle,12,2.992031873,1.530543825,"A,M,7,7"
14,Circle,12,3.541832669,1.13213745,"A,M,8,8"
14,Circle,12,3.334661355,3.596946215,"A,M,9,9"
14,Circle,13,3.27104642,0.868082219,"A,M,1,1"
14,Circle,13,3.876868607,0.870706137,"A,M,2,2"
14,Circle,13,3.119590873,1.483084186,"A,M,3,3"
14,Circle,13,2.403619197,0.931681747,"A,M,4,4"
14,Circle,13,2.627852085,0.95266129,"A,M,5,5"
14,Circle,14,3.559871173,0.649116878,"A,M,1,1"
14,Circle,14,2.693553025,0.957804332,"A,M,2,2"
14,Circle,14,3.851133308,1.042443988,"A,M,3,3"
14,Circle,14,4.129947722,1.194299851,"A,M,4,4"
14,Circle,14,3.671895071,1.418347647,"A,M,5,5"
14,Circle,14,4.261887603,0.905526512,"A,M,6,6"
14,Circle,14,4.321633682,0.584391337,"A,M,7,7"
14,Circle,14,4.702514937,0.800970874,"A,M,8,8"
14,Circle,15,3.533198224,1.568752827,"A,M,1,1"
14,Circle,15,3.517905758,1.109978831,"A,M,2,2"
14,Circle,15,3.296164993,0.850006901,"A,M,3,3"
14,Circle,15,3.612208664,0.799031375,"A,M,4,4"
14,Circle,15,2.648783274,1.304957779,"A,M,5,5"
14,Circle,15,2.908755205,1.731235283,"A,M,6,6"
14,Tube,12,3.645504732,1.21648265,"A,M,1,1"
14,Tube,12,3.288643533,2.091876972,"A,M,2,2"
14,Tube,12,4.838984621,4.227129338,"A,M,3,3"
14,Tube,12,6.687040615,4.465037461,"A,M,4,4"
14,Tube,12,6.978180205,3.650763013,"A,M,5,5"
14,Tube,12,5.950315457,2.165812303,"A,M,6,6"
14,Tube,14,3.641544118,0.731617647,"A,M,1,1"
14,Tube,14,3.726102941,1.040441176,"A,M,2,2"
14,Tube,14,2.875,1.987132353,"A,M,2,2"
14,Tube,14,2.544117647,2.152573529,"A,M,3,3"
14,Tube,14,2.248161765,4.507352941,"A,M,4,4"
14,Tube,14,4.972426471,4.496323529,"A,M,5,5"
14,Tube,14,5.491420956,4.351102941,"A,M,6,6"
14,Tube,14,5.439950368,4.096200368,"A,M,7,7"
14,Tube,14,6.472426471,4.128676471,"A,?,?,8"
14,Tube,14,7.125,4.009191176,"A,M,8,8"
14,Tube,14,6.977941176,3.40625,"A,M,9,9"
14,Tube,14,7.023897059,2.564338235,"A,M,10,10"
14,Tube,14,6.417279412,2.154411765,"A,M,11,11"
14,Tube,14,6.636029412,1.875,"A,M,12,12"
14,Tube,14,5.733455882,2.251838235,"A,M,13,13"
14,Tube,14,4.665441176,2.145220588,"A,M,14,14"
15,Tube,4,3.667957227,0.646202065,"A,M,1,1"
15,Tube,4,3.791482301,1.516408555,"A,F,1,2"
15,Tube,4,3.807153392,1.473082596,"A,?,?,3"
15,Tube,4,3.573930678,1.667588496,"A,M,2,4"
15,Tube,4,3.891961652,2.087020649,"A,F,2,5"
15,Tube,4,3.427359882,2.01880531,"A,F,3,6"
15,Tube,4,2.943707596,2.082103614,"A,M,3,7"
15,Tube,4,1.873156342,2.260324484,"A,F,4,8"
15,Tube,4,2.018191372,1.87622972,"A,F,5,9"
15,Tube,4,2.079646018,2.05322087,"A,F,6,10"
15,Tube,4,1.012168142,3.451327434,"A,M,4,11"
15,Tube,4,1.09789823,3.878134218,"A,F,7,12"
15,Tube,4,1.504424779,4.306784661,"A,F,8,13"
15,Tube,4,1.841200221,4.277286136,"A,F,9,14"
15,Tube,4,2.31379056,4.370082965,"A,M,5,15"
15,Tube,4,2.426867625,4.309858038,"A,F,10,16"
15,Tube,4,2.485864676,4.126720133,"A,M,6,17"
15,Tube,4,3.207964602,4.301253687,"A,F,11,18"
15,Tube,4,3.473451327,4.148230088,"A,F,12,19"
15,Tube,4,3.537979351,4.19800885,"A,M,7,20"
15,Tube,4,3.748156342,4.202925885,"A,M,8,21"
15,Tube,4,4.483161873,4.024705015,"A,F,13,22"
15,Tube,4,4.347959071,4.175884956,"A,M,9,23"
15,Tube,4,4.415560472,4.242256637,"A,M,10,24"
15,Tube,4,4.508973083,4.279129794,"A,M,11,25"
15,Tube,4,4.617133112,4.17096792,"A,M,12,26"
15,Tube,4,5.063606195,4.16390118,"A,F,14,27"
15,Tube,4,5.391777286,4.399889381,"A,F,15,28"
15,Tube,4,6.457411504,4.124262537,"A,M,13,29"
15,Tube,4,6.693091814,4.123648599,"A,F,16,30"
15,Tube,4,6.893436578,3.383726032,"A,M,14,31"
15,Tube,4,6.856563422,2.931415929,"A,F,17,32"
15,Tube,4,6.695551254,2.721238938,"A,F,18,33"
15,Tube,4,6.95980826,2.069813791,"A,M,15,34"
15,Tube,4,6.618117625,2.048917773,"A,F,19,35"
15,Tube,4,6.286259218,2.013274336,"A,M,16,36"
15,Tube,4,6.457103614,1.865781711,"A,M,17,37"
15,Tube,4,5.355825959,1.898045723,"A,F,20,38"
15,Tube,4,5.293141593,1.983775811,"A,F,20,39"
15,Tube,4,4.900442478,1.882374631,"A,F,21,40"
15,Tube,4,4.888458702,2.137721239,"A,M,18,41"
15,Tube,4,4.519727139,2.168141593,"A,M,19,42"
15,Tube,4,4.604535398,2.299963127,"A,F,22,43"
15,Tube,4,4.659384218,2.159384218,"A,M,20,44"
15,Tube,4,4.943460546,2.150318953,"A,?,?,45"
15,Tube,4,6.730272861,4.078171091,"A,M,21,46"
15,Tube,7,3.585993541,0.856130319,"A,M,1,1"
15,Tube,7,3.45681421,1.106890198,"A,M,2,2"
15,Tube,7,3.787361322,1.3462519,"A,F,1,3"
15,Tube,7,3.565729483,1.381711626,"A,M,3,4"
15,Tube,7,3.667045973,1.703394757,"A,M,4,5"
15,Tube,7,3.460613602,1.847771657,"A,M,5,6"
15,Tube,7,3.493541033,2.193516337,"A,F,2,7"
15,Tube,7,3.364361702,2.164386398,"A,M,6,8"
15,Tube,7,3.318768997,2.083333967,"A,M,7,9"
15,Tube,7,3.121200608,1.959219225,"A,M,8,10"
15,Tube,7,3.050279255,1.904762538,"A,M,9,11"
15,Tube,7,2.494933511,2.035841565,"A,M,10,12"
15,Tube,7,2.326495061,2.11056231,"A,M,11,13"
15,Tube,7,2.008611322,1.99024886,"A,M,12,14"
15,Tube,7,1.776215805,2.083966565,"A,M,13,15"
15,Tube,7,1.764817629,1.952887538,"A,F,3,16"
15,Tube,7,1.595744681,1.905395137,"A,F,4,17"
15,Tube,7,1.481130319,2.199848024,"A,F,5,18"
15,Tube,7,1.103723404,2.10106383,"A,M,14,19"
15,Tube,7,1.074595365,1.855370441,"A,F,6,20"
15,Tube,7,0.835233663,1.879431991,"A,M,15,21"
15,Tube,7,1.006206307,2.246707827,"A,F,7,22"
15,Tube,7,1.106255699,2.482270137,"A,M,16,23"
15,Tube,7,1.184777736,2.139057751,"A,M,17,24"
15,Tube,7,0.90868731,3.06231003,"A,M,18,25"
15,Tube,7,0.870693389,3.252279635,"A,F,8,26"
15,Tube,7,1.065729483,3.900708587,"A,F,9,27"
15,Tube,7,0.754179331,4.104610562,"A,M,19,28"
15,Tube,7,0.795972644,4.209726444,"A,M,20,29"
15,Tube,7,1.510258359,4.085613602,"A,M,21,30"
15,Tube,7,1.607775456,4.053951368,"A,M,22,31"
15,Tube,7,1.869933511,4.273049012,"A,M,23,32"
15,Tube,7,2.633928571,4.151785714,"A,F,10,33"
15,Tube,7,3.204787234,4.135638298,"A,M,24,34"
15,Tube,7,3.223784195,4.071048632,"A,M,25,35"
15,Tube,7,3.53343465,4.207826748,"A,F,11,36"
15,Tube,7,3.670212766,4.395896657,"A,F,12,37"
15,Tube,7,3.802558891,4.161601444,"A,M,26,38"
15,Tube,7,3.772163754,4.061550152,"A,M,27,39"
15,Tube,7,3.665780775,3.991893997,"A,M,28,40"
15,Tube,7,3.986194909,4.098276976,"A,M,29,41"
15,Tube,7,4.25468655,3.998227584,"A,M,30,42"
15,Tube,7,4.830927052,4.128039514,"A,M,31,43"
15,Tube,7,4.98100304,4.179331307,"A,F,13,44"
15,Tube,7,5.879559271,4.166033435,"A,M,32,45"
15,Tube,7,6.356382979,3.977963526,"A,M,33,46"
15,Tube,7,6.641337386,4.147036474,"A,M,34,47"
15,Tube,7,6.419072948,4.245820669,"A,M,35,48"
15,Tube,7,6.791413374,4.378799392,"A,F,14,49"
15,Tube,7,6.736322188,3.436550152,"A,M,36,50"
15,Tube,7,6.941489362,3.447948328,"A,F,15,51"
15,Tube,7,6.926291793,3.11550152,"A,F,16,52"
15,Tube,7,6.797112462,2.824848024,"A,F,17,53"
15,Tube,7,6.686930091,2.828647416,"A,F,18,54"
15,Tube,7,6.964285714,2.344224924,"A,F,19,55"
15,Tube,7,6.871200608,1.996580547,"A,F,20,56"
15,Tube,7,6.675531915,2.070668693,"A,M,37,57"
15,Tube,7,6.572948328,2.17325228,"A,F,21,58"
15,Tube,7,6.580547112,2.374620061,"A,F,22,59"
15,Tube,7,6.017604483,1.896529255,"A,F,23,60"
15,Tube,7,6.084093845,2.269504179,"A,F,24,61"
15,Tube,7,6.054963906,2.10106383,"A,F,25,62"
15,Tube,7,5.583839286,2.022543693,"A,M,38,63"
15,Tube,7,5.460993541,1.914893617,"A,F,26,64"
15,Tube,7,6.396909195,2.084599164,"A,F,27,65"
15,Tube,8,3.707415487,0.473009041,"A,M,1,1"
15,Tube,8,3.721829796,1.255241745,"A,M,2,2"
15,Tube,8,3.577698506,1.323374607,"A,M,3,3"
15,Tube,8,3.534459513,1.392820362,"A,M,4,4"
15,Tube,8,3.63666077,1.677148192,"A,M,5,5"
15,Tube,8,3.141377752,1.801625393,"A,F,1,6"
15,Tube,8,2.749606918,1.836346305,"A,M,6,7"
15,Tube,8,2.91339033,2.051232311,"A,M,7,8"
15,Tube,8,2.819050708,2.083987814,"A,M,8,9"
15,Tube,8,2.449553852,2.158673349,"A,M,9,10"
15,Tube,8,2.329009434,2.106263758,"A,F,2,11"
15,Tube,8,2.213704796,2.02240566,"A,F,3,12"
15,Tube,8,1.649632469,1.885481525,"A,M,10,13"
15,Tube,8,1.839622642,1.829141116,"A,M,11,14"
15,Tube,8,1.935273192,1.905135613,"A,F,4,15"
15,Tube,8,1.867138365,2.006027909,"A,M,12,16"
15,Tube,8,1.666666667,2.000786164,"A,F,5,17"
15,Tube,8,1.561845519,2.171122248,"A,F,6,18"
15,Tube,8,0.915226022,2.078748035,"A,F,7,19"
15,Tube,8,0.904742531,2.374868318,"A,F,8,20"
15,Tube,8,0.784198113,2.284459513,"A,M,13,21"
15,Tube,8,1.09997445,2.558307783,"A,F,9,22"
15,Tube,8,0.83660967,2.481000393,"A,M,14,23"
15,Tube,8,0.903433569,2.820361635,"A,M,15,24"
15,Tube,8,0.844471305,3.092898978,"A,M,16,25"
15,Tube,8,0.941430818,3.534459513,"A,F,10,26"
15,Tube,8,0.826126179,4.154219733,"A,M,17,27"
15,Tube,8,0.709512579,4.209251179,"A,M,18,28"
15,Tube,8,1.173349057,4.22759434,"A,M,19,29"
15,Tube,8,1.217898978,3.999606918,"A,M,20,30"
15,Tube,8,1.304376965,4.297038129,"A,F,11,31"
15,Tube,8,1.524502752,4.126704009,"A,M,21,32"
15,Tube,8,1.595257469,4.289176494,"A,M,22,33"
15,Tube,8,1.679113601,4.10901533,"A,F,12,34"
15,Tube,8,2.79677673,4.162081368,"A,F,13,35"
15,Tube,8,2.807258255,4.025811714,"A,F,14,36"
15,Tube,8,2.934355346,4.193527909,"A,M,23,37"
15,Tube,8,3.320886399,4.175182783,"A,F,15,38"
15,Tube,8,3.239648192,4.052018475,"A,M,24,39"
15,Tube,8,3.641902516,4.082154088,"A,F,16,40"
15,Tube,8,3.740172956,4.150288915,"A,M,25,41"
15,Tube,8,4.143736242,4.223663522,"A,F,17,42"
15,Tube,8,4.050707547,4.097877358,"A,M,26,43"
15,Tube,8,4.304245283,4.081499607,"A,F,18,44"
15,Tube,8,4.750393082,4.229559748,"A,F,19,45"
15,Tube,8,5.713443396,4.051690252,"A,F,20,46"
15,Tube,8,6.073113208,4.108358884,"A,M,27,47"
15,Tube,8,6.535638758,4.384827044,"A,F,21,48"
15,Tube,8,6.813417846,4.270833333,"A,M,28,49"
15,Tube,8,6.750524764,4.124082154,"A,M,29,50"
15,Tube,8,6.783280267,4.14766706,"A,M,30,51"
15,Tube,8,6.79245283,2.870807783,"A,M,31,52"
15,Tube,8,6.916928066,2.784329796,"A,M,32,53"
15,Tube,8,6.802934355,2.393867925,"A,M,33,54"
15,Tube,8,6.932651336,2.273323506,"A,M,34,55"
15,Tube,8,6.868449292,2.104298349,"A,F,22,56"
15,Tube,8,6.501572327,2.146226415,"A,F,23,57"
15,Tube,8,6.830450079,1.979821148,"A,F,24,58"
15,Tube,8,6.310927673,2.124606918,"A,M,35,59"
15,Tube,8,6.116352201,1.916273585,"A,M,36,60"
15,Tube,8,6.21658805,2.053852201,"A,F,25,61"
15,Tube,8,6.088836478,1.802279874,"A,F,26,62"
15,Tube,8,5.860849057,2.044025157,"A,M,37,63"
15,Tube,8,5.322327044,2.085298742,"A,M,38,64"
15,Tube,8,4.677672956,2.199292453,"A,M,39,65"
15,Tube,8,4.976415094,2.142295597,"A,M,40,66"
15,Tube,8,4.722222877,1.981132075,"A,M,41,67"
15,Tube,8,4.874213836,2.026990959,"A,M,42,68"
15,Tube,9,3.81141046,1.281036054,"A,M,1,1"
15,Tube,9,3.671420365,1.254621632,"A,M,2,2"
15,Tube,9,3.815372425,1.665346672,"A,M,3,3"
15,Tube,9,3.543318146,1.712890254,"A,M,4,4"
15,Tube,9,3.810089144,1.922874406,"A,M,5,5"
15,Tube,9,3.549920761,2.163232964,"A,M,6,6"
15,Tube,9,3.151083597,1.868726228,"A,F,1,7"
15,Tube,9,2.461701664,1.830427892,"A,F,2,8"
15,Tube,9,2.667723851,1.947965531,"A,F,3,9"
15,Tube,9,2.415477417,1.896459984,"A,F,4,10"
15,Tube,9,2.752244453,2.142101823,"A,M,7,11"
15,Tube,9,2.571315372,2.171156894,"A,F,5,12"
15,Tube,9,2.142101823,2.123613312,"A,F,6,13"
15,Tube,9,2.511885895,2.033809429,"A,M,8,14"
15,Tube,9,1.662044374,2.082672345,"A,F,7,15"
15,Tube,9,1.971077655,2.002113708,"A,M,9,16"
15,Tube,9,1.951267829,1.937400951,"A,M,10,17"
15,Tube,9,1.218304279,2.106444136,"A,M,11,18"
15,Tube,9,0.996434231,2.237188986,"A,F,8,19"
15,Tube,9,1.137743661,2.390386292,"A,M,12,20"
15,Tube,9,0.82078645,2.916006339,"A,F,9,21"
15,Tube,9,0.82078645,3.342577258,"A,M,13,22"
15,Tube,9,0.876253962,3.489169968,"A,M,14,23"
15,Tube,9,0.902668384,3.623876783,"A,M,15,24"
15,Tube,9,1.078314184,3.844427496,"A,F,10,25"
15,Tube,9,1.053223059,4.202323693,"A,M,16,26"
15,Tube,9,1.135103011,4.384574089,"A,M,17,27"
15,Tube,9,1.449419572,4.447965531,"A,M,18,28"
15,Tube,9,1.663365689,4.214209588,"A,M,19,29"
15,Tube,9,2.206154913,4.290808241,"A,F,11,30"
15,Tube,9,3.204570127,4.308637084,"A,F,12,31"
15,Tube,9,3.398706418,4.196380745,"A,F,13,32"
15,Tube,9,3.705427892,4.372028526,"A,F,14,33"
15,Tube,9,3.847068146,4.129358162,"A,F,15,34"
15,Tube,9,4.047147385,4.238312203,"A,F,16,35"
15,Tube,9,4.176901743,4.140253566,"A,M,20,36"
15,Tube,9,4.226426307,4.345285261,"A,M,21,37"
15,Tube,9,4.354199683,4.124405705,"A,F,17,38"
15,Tube,9,4.595879556,4.094690967,"A,M,22,39"
15,Tube,9,5.104992076,4.300713154,"A,F,18,40"
15,Tube,9,5.934364105,4.239302694,"A,M,23,41"
15,Tube,9,6.299524564,4.220814184,"A,M,24,42"
15,Tube,9,6.994849445,4.358161648,"A,F,19,43"
15,Tube,9,6.857501981,3.980453645,"A,M,25,44"
15,Tube,9,6.909007528,3.697834786,"A,M,26,45"
15,Tube,9,6.766376783,3.627838748,"A,M,27,46"
15,Tube,9,6.9856042,3.577654517,"A,M,28,47"
15,Tube,9,6.819201664,3.061277734,"A,M,29,48"
15,Tube,9,6.757131537,2.768092314,"A,M,30,49"
15,Tube,9,6.840332805,2.717908082,"A,M,31,50"
15,Tube,9,7.029185816,2.609613708,"A,M,32,51"
15,Tube,9,6.861463946,2.256998811,"A,F,20,52"
15,Tube,9,6.437533677,2.171156894,"A,M,33,53"
15,Tube,9,6.333201268,1.967775357,"A,M,34,54"
15,Tube,9,6.182646593,1.961172742,"A,M,35,55"
15,Tube,9,5.677496038,1.95225832,"A,F,21,56"
15,Tube,9,5.708201268,2.039421553,"A,M,36,57"
15,Tube,9,5.805269414,2.159270998,"A,F,22,58"
15,Tube,9,6.010301109,2.308835182,"A,F,23,59"
15,Tube,9,5.830031696,2.277139461,"A,F,24,60"
15,Tube,9,5.344690967,2.128565769,"A,M,36,61"
15,Tube,10,3.593666534,1.043322734,"A,M,1,1"
15,Tube,10,3.781796502,1.17845787,"A,M,2,2"
15,Tube,10,3.858638712,1.17845787,"A,M,3,3"
15,Tube,10,3.698330684,1.273847377,"A,M,4,4"
15,Tube,10,3.640037758,1.534843005,"A,M,5,5"
15,Tube,10,3.056438792,2.013116057,"A,M,6,6"
15,Tube,10,2.700715421,2.2436407,"A,F,1,7"
15,Tube,10,2.567567568,1.848171701,"A,F,2,8"
15,Tube,10,2.26483903,1.824986089,"A,M,7,9"
15,Tube,10,2.124403816,2.267488076,"A,M,8,10"
15,Tube,10,2.095256359,2.161500397,"A,F,3,11"
15,Tube,10,1.993243243,1.998543323,"A,F,4,12"
15,Tube,10,1.942899444,1.86738275,"A,M,9,13"
15,Tube,10,1.802464229,1.862082671,"A,M,10,14"
15,Tube,10,1.689189189,2.217806041,"A,F,5,15"
15,Tube,10,1.63354531,2.112480127,"A,F,6,16"
15,Tube,10,0.995627981,2.395999603,"A,M,11,17"
15,Tube,10,1.189056041,2.308559221,"A,M,12,18"
15,Tube,10,0.751854134,2.849099762,"A,F,7,19"
15,Tube,10,0.921436804,2.801405008,"A,M,13,20"
15,Tube,10,1.011526232,2.896794515,"A,F,8,21"
15,Tube,10,0.746556041,3.07697337,"A,M,14,22"
15,Tube,10,0.998277027,3.439984102,"A,F,9,23"
15,Tube,10,0.839294515,3.559220986,"A,M,15,24"
15,Tube,10,1.045971781,3.606915739,"A,M,16,25"
15,Tube,10,1.157259539,3.783122019,"A,F,10,26"
15,Tube,10,0.815447138,4.013646661,"A,M,17,27"
15,Tube,10,0.921436804,4.14745628,"A,M,18,28"
15,Tube,10,1.084393879,4.309087838,"A,M,19,29"
15,Tube,10,1.328165739,4.311738871,"A,M,20,30"
15,Tube,10,1.897853736,4.240858506,"A,F,11,31"
15,Tube,10,2.551669316,4.313726153,"A,F,12,32"
15,Tube,10,3.312136328,4.207736486,"A,F,13,33"
15,Tube,10,3.630763116,4.217011129,"A,M,21,34"
15,Tube,10,3.662559618,4.372019078,"A,F,14,35"
15,Tube,10,3.932168124,4.181240064,"A,M,22,36"
15,Tube,10,5.526629571,4.153418124,"A,M,23,37"
15,Tube,10,6.61963434,4.02027027,"A,M,24,38"
15,Tube,10,6.778616852,4.113672496,"A,F,15,39"
15,Tube,10,6.963434022,3.824191176,"A,M,25,40"
15,Tube,10,6.748807631,3.842740461,"A,M,26,41"
15,Tube,10,6.934286566,3.530073529,"A,M,27,42"
15,Tube,10,6.98198132,2.276762719,"A,M,28,43"
15,Tube,10,6.176470588,2.109831081,"A,M,29,44"
15,Tube,10,6.240063593,2.128378378,"A,M,30,45"
15,Tube,10,6.212241653,1.934950318,"A,F,16,46"
15,Tube,10,6.040009936,2.027688792,"A,F,17,47"
15,Tube,10,5.76709062,2.063459857,"A,M,31,48"
15,Tube,10,5.329888712,2.129040143,"A,M,32,49"
15,Tube,10,5.136460652,2.266826312,"A,M,33,50"
15,Tube,10,4.956279809,1.956810413,"A,M,34,51"
15,Tube,10,5.229199126,1.919713831,"A,M,35,52"
15,Tube,10,4.765500795,2.225755167,"A,M,36,53"
15,Tube,10,4.705882353,2.027027027,"A,M,37,54"
15,Tube,10,4.878775835,1.969395866,"A,M,38,55"
15,Tube,11,3.961239802,2.048685226,"A,F,1,1"
15,Tube,11,3.414029428,2.030579001,"A,M,1,2"
15,Tube,11,2.752146292,2.292113371,"A,F,2,3"
15,Tube,11,2.544930599,2.251877314,"A,M,2,4"
15,Tube,11,2.715933841,2.098980298,"A,M,3,5"
15,Tube,11,2.573095839,1.986319338,"A,M,4,6"
15,Tube,11,2.55297781,1.889752802,"A,M,5,7"
15,Tube,11,2.355821131,2.056732438,"A,M,6,8"
15,Tube,11,2.048015296,1.929988859,"A,M,7,9"
15,Tube,11,2.092274959,2.068803255,"A,M,8,10"
15,Tube,11,1.933342534,2.155310777,"A,M,9,11"
15,Tube,11,1.769716573,2.042649818,"A,F,3,12"
15,Tube,11,1.611454079,2.206275779,"A,M,10,13"
15,Tube,11,1.887740999,2.262606258,"A,M,11,14"
15,Tube,11,1.44246264,2.292113371,"A,M,12,15"
15,Tube,11,1.370037737,2.152629044,"A,M,13,16"
15,Tube,11,1.340530625,1.905847224,"A,M,14,17"
15,Tube,11,1.036078465,2.167381594,"A,M,15,18"
15,Tube,11,1.092408945,2.56706043,"A,M,16,19"
15,Tube,11,1.190317354,2.896996097,"A,M,17,20"
15,Tube,11,1.026689381,3.18937744,"A,M,18,21"
15,Tube,11,1.084361733,3.412017625,"A,M,19,22"
15,Tube,11,1.060220099,3.607832431,"A,M,20,23"
15,Tube,11,1.002547747,3.858637857,"A,M,21,24"
15,Tube,11,0.994500536,4.231491313,"A,M,22,25"
15,Tube,11,5.325912061,4.228137638,"A,F,4,26"
15,Tube,11,5.824169236,4.181196242,"A,F,5,27"
15,Tube,11,7.069475197,3.060622057,"A,M,23,28"
15,Tube,11,7.123793874,3.030445015,"A,M,24,29"
15,Tube,11,6.842141476,2.996244366,"A,F,6,30"
15,Tube,11,6.864271307,2.607966417,"A,M,25,31"
15,Tube,11,7.037286352,2.529506106,"A,M,26,32"
15,Tube,11,6.791846404,2.25590092,"A,F,7,33"
15,Tube,11,4.959094013,2.026555395,"A,M,27,34"
15,Tube,11,4.938975984,2.274007145,"A,M,28,35"
15,Tube,11,5.046271465,2.103673834,"A,F,8,36"
