"Colony","Nest","CoordID","ScaledX","ScaledY"
14,"Circle",6,4.18864285714286,1.27839010989011
14,"Circle",7,3.05677472527473,1.66483516483516
14,"Circle",8,4.25091758241758,1.66117032967033
14,"Circle",9,3.02747252747253,2.03846153846154
14,"Circle",10,4.27655494505495,2.03846153846154
14,"Circle",11,3.02747252747253,2.39010989010989
14,"Circle",12,4.27655494505495,2.40476373626374
14,"Circle",13,3.05311538461538,2.78204945054945
14,"Circle",14,4.25091758241758,2.78204945054945
14,"Circle",15,3.11904945054945,3.21062087912088
14,"Circle",16,4.18864285714286,3.20696153846154
14,"Circle",17,3.32784065934066,3.86813186813187
15,"Circle",18,3.99122631578947,3.86666842105263
15,"Circle",3,3.64035263157895,0.79648947368421
15,"Circle",4,4.31754210526316,0.792984210526316
15,"Circle",5,3.42631578947368,1.22806842105263
15,"Circle",6,4.53157894736842,1.23859473684211
15,"Circle",7,3.36315789473684,1.63333157894737
15,"Circle",8,4.59473684210526,1.63333157894737
15,"Circle",9,3.33859473684211,2.01052631578947
15,"Circle",10,4.62280526315789,2.00701578947368
15,"Circle",11,3.33859473684211,2.38596315789474
15,"Circle",12,4.6193,2.38947368421053
15,"Circle",13,3.42631578947368,2.78772105263158
15,"Circle",14,4.52806842105263,2.78421052631579
15,"Circle",15,3.42982631578947,3.2193
15,"Circle",16,4.52806842105263,3.21578947368421
15,"Circle",17,3.64035263157895,3.9
15,"Circle",18,4.31754210526316,3.91403684210526
16,"Circle",3,3.64149305555556,0.406539351851852
16,"Circle",4,3.84548611111111,0.405092592592593
16,"Circle",5,3.57783564814815,0.542534722222222
16,"Circle",6,3.91203703703704,0.542534722222222
16,"Circle",7,3.5546875,0.6640625
16,"Circle",8,3.93229166666667,0.665509259259259
16,"Circle",9,3.54890046296296,0.78125
16,"Circle",10,3.9380787037037,0.78125
16,"Circle",11,3.55034722222222,0.896990740740741
16,"Circle",12,3.93663194444444,0.895543981481481
16,"Circle",13,3.55613425925926,1.01851851851852
16,"Circle",14,3.93084490740741,1.01707175925926
16,"Circle",15,3.57638888888889,1.15306712962963
16,"Circle",16,3.91203703703704,1.15306712962963
16,"Circle",17,3.64293981481481,1.3599537037037
16,"Circle",18,3.84693287037037,1.36284722222222
17,"Circle",3,3.40328467153285,0.824209245742093
17,"Circle",4,4.01459854014599,0.824209245742093
17,"Circle",5,3.21167883211679,1.2287104622871
17,"Circle",6,4.20620437956204,1.23175182481752
17,"Circle",7,3.15389294403893,1.5845498783455
17,"Circle",8,4.2639902676399,1.58150851581509
17,"Circle",9,3.12956204379562,1.92822384428224
17,"Circle",10,4.29136253041363,1.92822384428224
17,"Circle",11,3.12956204379562,2.27189781021898
17,"Circle",12,4.29136253041363,2.27189781021898
17,"Circle",13,3.15389294403893,2.62469586374696
17,"Circle",14,4.2639902676399,2.62469586374696
17,"Circle",15,3.21167883211679,3.02919708029197
17,"Circle",16,4.20620437956204,3.02919708029197
17,"Circle",17,3.40328467153285,3.63442822384428
17,"Circle",18,4.01459854014599,3.64659367396594
18,"Circle",3,3.58394254278729,0.513447432762836
18,"Circle",4,3.91401589242054,0.515482885085574
18,"Circle",5,3.48003056234719,0.733496332518337
18,"Circle",6,4.01792787286064,0.731460880195599
18,"Circle",7,3.44743276283619,0.929095354523227
18,"Circle",8,4.05053178484108,0.925018337408313
18,"Circle",9,3.43520782396088,1.11043398533007
18,"Circle",10,4.06479217603912,1.11246943765281
18,"Circle",11,3.43520782396088,1.28973105134474
18,"Circle",12,4.06479217603912,1.28565403422983
18,"Circle",13,3.44946821515892,1.48533007334963
18,"Circle",14,4.05256723716381,1.48736552567237
18,"Circle",15,3.48003056234719,1.70537897310513
18,"Circle",16,4.01792787286064,1.70537897310513
18,"Circle",17,3.58394254278729,2.03748777506112
18,"Circle",18,3.91401589242054,2.0395293398533
19,"Circle",3,3.62958439897698,0.588235294117647
19,"Circle",4,4.04518542199489,0.590364450127877
19,"Circle",5,3.49744245524297,0.871694373401534
19,"Circle",6,4.18158567774936,0.873829923273657
19,"Circle",7,3.45907928388747,1.11466112531969
19,"Circle",8,4.21994884910486,1.11253196930946
19,"Circle",9,3.43776854219949,1.35123401534527
19,"Circle",10,4.23700127877238,1.34697570332481
19,"Circle",11,3.44202685421995,1.58354859335038
19,"Circle",12,4.23700127877238,1.58567774936061
19,"Circle",13,3.45907928388747,1.82864450127877
19,"Circle",14,4.21994884910486,1.82651534526854
19,"Circle",15,3.49744245524297,2.1078452685422
19,"Circle",16,4.18158567774936,2.1078452685422
19,"Circle",17,3.62958439897698,2.52770460358056
19,"Circle",18,4.04731457800511,2.54475703324808
20,"Circle",3,3.46491228070175,0.671600877192982
20,"Circle",4,3.94188596491228,0.668859649122807
20,"Circle",5,3.31140350877193,0.992324561403509
20,"Circle",6,4.09265350877193,0.992324561403509
20,"Circle",7,3.26754385964912,1.27467105263158
20,"Circle",8,4.13651315789474,1.2719298245614
20,"Circle",9,3.24835526315789,1.54331140350877
20,"Circle",10,4.15844298245614,1.54605263157895
20,"Circle",11,3.24835526315789,1.82017543859649
20,"Circle",12,4.15570175438596,1.81743421052632
20,"Circle",13,3.26480263157895,2.09703947368421
20,"Circle",14,4.13651315789474,2.09429824561404
20,"Circle",15,3.3141447368421,2.42324561403509
20,"Circle",16,4.09265350877193,2.42050438596491
20,"Circle",17,3.46491228070175,2.90296052631579
20,"Circle",18,3.94188596491228,2.91118421052632
