"Colony","Nest","Day","ScaledX","ScaledY","Density"
11,"Tube",3,6.46875,2.641666667,"Low"
11,"Tube",3,6.385416667,2.345833333,"Low"
11,"Tube",3,6.433333333,2.44375,"Low"
11,"Tube",3,6.527083333,2.322916667,"Low"
11,"Tube",3,6.558333333,2.170833333,"Low"
11,"Tube",3,6.504166667,2.129166667,"Low"
11,"Tube",3,6.55,1.90625,"Low"
11,"Tube",3,6.452083333,1.95625,"Low"
11,"Tube",3,6.38125,1.958333333,"Low"
11,"Tube",3,6.40625,1.875,"Low"
11,"Tube",3,6.310416667,1.970833333,"Low"
11,"Tube",3,6.2125,1.895833333,"Low"
11,"Tube",3,6.247916667,1.841666667,"Low"
11,"Tube",3,6.158333333,1.825,"Low"
11,"Tube",3,6.0875,1.9375,"Low"
11,"Tube",3,6.158333333,1.9875,"Low"
11,"Tube",3,5.985416667,1.764583333,"Low"
11,"Tube",3,5.991666667,1.854166667,"Low"
11,"Tube",3,5.9875,1.9625,"Low"
11,"Tube",3,5.922916667,1.95625,"Low"
11,"Tube",3,5.9,1.870833333,"Low"
11,"Tube",3,5.695833333,1.79375,"Low"
11,"Tube",3,5.84375,1.858333333,"Low"
11,"Tube",3,5.785416667,1.922916667,"Low"
11,"Tube",3,5.695833333,1.941666667,"Low"
11,"Tube",3,5.85625,2.039583333,"Low"
11,"Tube",3,5.9,2.020833333,"Low"
11,"Tube",3,5.8,2.075,"Low"
11,"Tube",3,5.585416667,1.822916667,"Low"
11,"Tube",3,5.5875,1.9,"Low"
11,"Tube",3,5.51875,2.0375,"Low"
11,"Tube",3,5.616666667,2.020833333,"Low"
11,"Tube",3,5.533333333,1.935416667,"Low"
11,"Tube",3,5.433333333,1.941666667,"Low"
11,"Tube",3,5.458333333,1.979166667,"Low"
11,"Tube",3,5.354166667,1.872916667,"Low"
11,"Tube",3,5.452083333,2.0375,"Low"
11,"Tube",3,5.283333333,1.866666667,"Low"
11,"Tube",3,5.297916667,1.877083333,"Low"
11,"Tube",3,5.247916667,1.997916667,"Low"
11,"Tube",3,5.195833333,2.029166667,"Low"
11,"Tube",3,5.058333333,1.85625,"Low"
11,"Tube",3,5.060416667,1.958333333,"Low"
11,"Tube",3,5.04375,2.03125,"Low"
11,"Tube",3,5.095833333,2.097916667,"Low"
11,"Tube",3,5.208333333,1.8625,"Low"
11,"Tube",3,4.945833333,1.935416667,"Low"
11,"Tube",3,4.866666667,1.94375,"Low"
11,"Tube",3,4.927083333,1.90625,"Low"
11,"Tube",3,4.754166667,1.85,"Low"
11,"Tube",3,4.8375,1.954166667,"Low"
11,"Tube",3,4.764583333,1.983333333,"Low"
11,"Tube",3,4.641666667,2.01875,"Low"
11,"Tube",3,4.664583333,1.872916667,"Low"
11,"Tube",3,4.508333333,1.889583333,"Low"
11,"Tube",3,4.754166667,2.11875,"Low"
11,"Tube",3,4.566666667,2.158333333,"Low"
11,"Tube",3,4.38125,1.777083333,"Low"
11,"Tube",4,3.239215686,1.933333333,"Low"
11,"Tube",4,3.135294118,1.945098039,"Low"
11,"Tube",4,3.009803922,1.929411765,"Low"
11,"Tube",4,2.958823529,1.866666667,"Low"
11,"Tube",4,2.888235294,1.711764706,"Low"
11,"Tube",4,2.847058824,1.756862745,"Low"
11,"Tube",4,2.801960784,1.978431373,"Low"
11,"Tube",4,2.729411765,2.131372549,"Low"
11,"Tube",4,2.678431373,2.043137255,"Low"
11,"Tube",4,2.729411765,1.870588235,"Low"
11,"Tube",4,2.568627451,1.901960784,"Low"
11,"Tube",4,2.545098039,1.780392157,"Low"
11,"Tube",4,2.398039216,1.825490196,"Low"
11,"Tube",4,2.466666667,1.890196078,"Low"
11,"Tube",4,2.398039216,1.909803922,"Low"
11,"Tube",4,2.454901961,2.062745098,"Low"
11,"Tube",4,2.578431373,2.052941176,"Low"
11,"Tube",4,2.484313725,2.047058824,"Low"
11,"Tube",4,2.360784314,1.97254902,"Low"
11,"Tube",4,2.276470588,2.058823529,"Low"
11,"Tube",4,2.141176471,2.052941176,"Low"
11,"Tube",4,2.190196078,1.952941176,"Low"
11,"Tube",4,2.239215686,1.935294118,"Low"
11,"Tube",4,2.256862745,1.749019608,"Low"
11,"Tube",4,2.380392157,1.682352941,"Low"
11,"Tube",4,2.154901961,1.717647059,"Low"
11,"Tube",4,2.037254902,1.758823529,"Low"
11,"Tube",4,1.950980392,1.864705882,"Low"
11,"Tube",4,2.060784314,1.941176471,"Low"
11,"Tube",4,1.739215686,1.801960784,"Low"
11,"Tube",4,1.892156863,1.911764706,"Low"
11,"Tube",4,1.898039216,2.062745098,"Low"
11,"Tube",4,2.005882353,2.070588235,"Low"
11,"Tube",4,1.817647059,2.035294118,"Low"
11,"Tube",4,1.780392157,1.990196078,"Low"
11,"Tube",4,1.666666667,2.135294118,"Low"
11,"Tube",4,1.707843137,2.115686275,"Low"
11,"Tube",4,1.694117647,2.062745098,"Low"
