"Colony","Nest","ColorID","SFZ","SFZ_Full","Area","ScaledX","ScaledY","Density","Day"
1,"Circle","X,X,G,W",0.125,0.125,5.203608,4.868419297,1.638251195,"High",7
1,"Circle","X,X,Lb,G",0.25,0.25,5.203608,3.921418516,2.405485615,"High",7
1,"Circle","X,X,W,G",0,0.291666666666667,5.203608,4.071529599,1.571535158,"High",7
1,"Circle","X,X,X,O",0.166666666666667,0.166666666666667,5.203608,4.097476577,1.712378271,"High",7
1,"Circle","Y,B,DB,G",0.208333333333333,0.208333333333333,5.203608,3.915858847,1.834691005,"High",7
1,"Circle","Y,B,G,DB",0.25,0.25,5.203608,3.982574883,0.891404083,"High",7
1,"Circle","Y,B,LB,LB",0.208333333333333,0.208333333333333,5.203608,4.422717255,2.071905432,"High",7
1,"Circle","Y,DB,G,Y",0.166666666666667,0.291666666666667,5.203608,3.363600175,0.917345502,"High",7
1,"Circle","Y,DB,O,P",0.166666666666667,0.166666666666667,5.203608,4.382871102,1.006300218,"High",7
1,"Circle","Y,DB,P,O",0.25,0.25,5.203608,2.952184617,1.575243458,"High",7
1,"Circle","Y,G,LB,P",0.25,0.25,5.203608,4.371751763,1.34914837,"High",7
1,"Circle","Y,G,P,LB",0.25,0.25,5.203608,3.154184096,2.146032509,"High",7
1,"Circle","Y,LB,G,W",0.0833333333333333,0.375,5.203608,4.005742027,2.02464824,"High",7
1,"Circle","Y,O,DB,W",0.25,0.25,5.203608,4.512600435,1.560415819,"High",7
1,"Circle","Y,O,G,G",0.125,0.125,5.203608,2.768715516,2.094144111,"High",7
1,"Circle","Y,O,LB,Y",0.166666666666667,0.166666666666667,5.203608,5.000922905,1.885656497,"High",7
1,"Circle","Y,O,P,P",0.166666666666667,0.291666666666667,5.203608,3.228316732,2.746476837,"High",7
1,"Circle","Y,O,W,DB",0.333333333333333,0.416666666666667,5.203608,3.031871363,2.327650239,"High",7
1,"Circle","Y,P,G,LB",0.25,0.25,5.203608,4.525571145,2.210897175,"High",7
1,"Circle","Y,P,P,B",0.208333333333333,0.208333333333333,5.203608,3.094884659,2.435135333,"High",7
1,"Circle","Y,P,W,O",0.166666666666667,0.291666666666667,5.203608,3.515562627,1.53446884,"High",7
1,"Circle","Y,W,Db,Lb",0.0833333333333333,0.416666666666667,5.203608,2.946624947,2.720535418,"High",7
1,"Circle","Y,W,G,O",0.25,0.25,5.203608,3.178279705,1.72720591,"High",7
1,"Circle","Y,W,P,Y",0.25,0.25,5.203608,4.127126296,1.593773837,"High",7
1,"Circle","Y,W,X,X",0.25,0.25,5.203608,3.246847111,2.30170326,"High",7
1,"Circle","Y,X,X,G",0.125,0.125,5.203608,3.26723442,1.328761061,"High",7
1,"Circle","Y,X,Y,X",0.166666666666667,0.333333333333333,5.203608,4.634913169,1.363976009,"High",7
1,"Circle","Y,Y,DB,DB",0.25,0.25,5.203608,4.633984704,2.069125597,"High",7
1,"Circle","Y,Y,O,LB",0.166666666666667,0.291666666666667,5.203608,4.195699262,2.446254673,"High",7
1,"Circle","G,G,G,W",0.166666666666667,0.166666666666667,5.203608,4.192768456,2.453394855,"High",8
1,"Circle","G,G,G,P",0.166666666666667,0.291666666666667,5.203608,4.643920582,2.468305369,"High",8
1,"Circle","G,LB,W,Y",0.0833333333333333,0.333333333333333,5.203608,4.321403803,1.291946309,"High",8
1,"Circle","G,O,Y,G",0.208333333333333,0.208333333333333,5.203608,3.040643177,2.129010067,"High",8
1,"Circle","G,P,G,G",0.291666666666667,0.375,5.203608,3.599927293,2.065620805,"High",8
1,"Circle","G,P,Y,LB",0.208333333333333,0.208333333333333,5.203608,3.169278523,1.213646532,"High",8
1,"Circle","G,W,W,P",0.25,0.375,5.203608,4.214205817,1.845637584,"High",8
1,"Circle","W,B,O,G",0.25,0.375,5.203608,2.516778523,1.396347875,"High",8
1,"Circle","W,B,P,Y",0.25,0.25,5.203608,3.65212528,2.464580537,"High",8
1,"Circle","W,B,W,B",0.125,0.125,5.203608,4.667225951,1.988255034,"High",8
1,"Circle","W,DB,P,P",0.125,0.125,5.203608,3.415363535,1.567857942,"High",8
1,"Circle","W,Db,X,X",0.25,0.25,5.203608,2.66405481,2.229681208,"High",8
1,"Circle","W,O,O,W",0.166666666666667,0.333333333333333,5.203608,5.011185682,1.932326622,"High",8
1,"Circle","W,P,O,Y",0.208333333333333,0.375,5.203608,4.060402685,1.500743848,"High",8
1,"Circle","W,P,X,X",0,0.333333333333333,5.203608,4.694256152,1.010441834,"High",8
1,"Circle","W,W,DB,DB",0.208333333333333,0.375,5.203608,3.709916107,1.183819911,"High",8
1,"Circle","W,W,O,LB",0.25,0.333333333333333,5.203608,4.217002237,1.963087248,"High",8
1,"Circle","W,W,X,X",0.25,0.25,5.203608,3.788215884,0.514541387,"High",8
1,"Circle","W,X,X,W",0.25,0.25,5.203608,4.187175615,1.05704698,"High",8
1,"Circle","W,Y,DB,O",0.208333333333333,0.208333333333333,5.203608,3.989558166,0.967561521,"High",8
1,"Circle","W,Y,O,DB",0.25,0.25,5.203608,4.485458613,1.265844519,"High",8
1,"Circle","W,Y,P,LB",0.166666666666667,0.166666666666667,5.203608,3.158092841,0.81655481,"High",8
1,"Circle","W,Y,Y,W",0.25,0.25,5.203608,3.523489933,1.34787472,"High",8
1,"Circle","X,Db,Db,X",0.208333333333333,0.208333333333333,5.203608,3.329602908,1.22856264,"High",8
1,"Circle","X,O,Lb,X",0.166666666666667,0.333333333333333,5.203608,3.592466443,2.706935123,"High",8
1,"Circle","X,W,P,X",0.166666666666667,0.166666666666667,5.203608,3.885162192,1.116705817,"High",8
1,"Circle","X,X,Lb,G",0.25,0.25,5.203608,3.029457494,2.393736018,"High",8
1,"Circle","X,X,W,G",0,0.291666666666667,5.203608,4.720357942,1.870805369,"High",8
1,"Circle","X,X,W,P",0.208333333333333,0.208333333333333,5.203608,4.636465324,2.28560962,"High",8
1,"Circle","X,Y,X,X",0.0833333333333333,0.291666666666667,5.203608,2.705072707,2.427293065,"High",8
1,"Circle","Y,B,DB,G",0.208333333333333,0.208333333333333,5.203608,3.340788591,1.37397651,"High",8
1,"Circle","Y,B,O,Y",0.166666666666667,0.333333333333333,5.203608,4.75950783,2.509323266,"High",8
1,"Circle","Y,DB,G,Y",0.166666666666667,0.291666666666667,5.203608,4.172259508,0.824010067,"High",8
1,"Circle","Y,Db,X,X",0.208333333333333,0.208333333333333,5.203608,4.988814318,1.340419463,"High",8
1,"Circle","Y,G,P,LB",0.25,0.25,5.203608,3.130128635,2.307980984,"High",8
1,"Circle","Y,G,X,X",0.208333333333333,0.208333333333333,5.203608,4.515285235,1.567857942,"High",8
1,"Circle","Y,O,P,P",0.166666666666667,0.291666666666667,5.203608,2.913870246,2.665922819,"High",8
